,Mean-accX,Range-accX,Var-accX,Median-accX,Mean-accY,Range-accY,Var-accY,Median-accY,Mean-accZ,Range-accZ,Var-accZ,Median-accZ,Mean-gyroX,Range-gyroX,Var-gyroX,Median-gyroX,Mean-gyroY,Range-gyroY,Var-gyroY,Median-gyroY,Mean-gyroZ,Range-gyroZ,Var-gyroZ,Median-gyroZ,label
0,11102.84,17011,24755715.09,10626,-4152.5,30495,98164416.76,-6567,945.19,6892,3382028.64,1702,807.42,35971,86273887.64,326.5,806.22,17152,21533090.5,1941.5,553.95,56692,321822854.4,1910,3
0,10785.86,18739,30838846.08,10372.5,-4494.47,29385,100990854.9,-8158.5,728.55,6941,4085450.553,1393,463.62,40912,116843942.9,196.5,783.91,16057,13920759.19,297,428.46,57143,283039284,875.5,3
0,10985.03,18130,26338650.19,10442,-5151.17,27966,100168759.9,-10259.5,-1119.86,9864,8375936.324,-438,-396.94,46467,168716591.5,44.5,-285.86,12391,5855442.505,-689,140.44,56092,278534698.9,479.5,3
0,10799.03,19046,28453394.96,10368,-4741.74,29545,104220650,-9956,37.41,8233,5314982.911,643,-233.04,44542,129532285.7,247.5,700.72,13537,5816945.921,489.5,906.87,55774,263160790.3,1429.5,3
0,10596.71,20610,33980174.15,10422.5,-4471.68,31409,111221751.2,-9321,-1074.41,9474,6237668.85,-369.5,311.75,48107,164711520.4,147,-11.16,12059,9897495.489,909.5,515.76,56499,266720863.5,574,3
0,2496.22,8883,12177352,4846,-14119.02,14485,10119899,-15313,-6609.24,9995,13558328,-4045,-5819.3,22114,66018804,-449,-1727.58,15465,12960540,288,4043.62,18340,38774152,152,3
0,-937.5,9709,11508840,-3744,-3691.28,21067,61716608,-1635,-10494.8,12051,8977631,-5219,3297.03,40282,138471616,-16680,1178.91,26352,61492480,5051,2624.79,13703,12815796,7552,3
0,-1077.31,8103,7328061,-2461,-3075.61,21376,58139040,-8588,-9779.74,11570,10793121,-13627,1038.9,42281,180478032,-20240,3292.68,26792,52666900,-10025,3591.2,13750,19491692,12860,3
0,-1629.29,7107,5364154.5,-2000,-4907.79,19310,47194920,-11968,-10222.29,11689,10625855,-15941,991.14,39099,176524304,-16828,3692.33,21438,31023308,-10504,3157.38,20521,34049808,14998,3
0,-4234.45,7262,4377690,-3042,-2854.82,20969,49234748,-13930,-10007.63,11130,15281240,-15212,-1038.52,41529,178536896,-10318,5410.47,26659,44872008,-10164,3237.67,21245,42047216,11152,3
0,-4857.17,8441,7354688,-3773,-1191.72,18448,44485380,-9663,-10422.73,11450,15628813,-15840,-1706.43,40352,198257248,-9984,5079.17,20779,33228580,-4531,2737.57,11513,12822556,8094,3
0,-4466.82,6776,4023690.25,-2979,-1685.89,20210,52755196,-10673,-10156.05,12569,17061842,-16359,-2186.19,38196,161617840,-7456,5946.96,22975,38287996,-5883,3030.13,18261,26743624,7756,3
0,-4880.52,4281,1666182.87,-4065,-451.28,20792,51897156,-11784,-10499.58,11817,19105900,-15884,-1831.58,37043,150128512,-6598,6969.58,15699,18600330,-1117,4173.42,20679,37364596,10411,3
0,-6117.25,4591,2072746.87,-3193,-84.51,17188,39337104,-8259,-11117.41,9768,13398149,-15576,-2722.07,35492,126746744,-4600,5755.27,15559,19864588,1672,1204.23,15677,26043692,7841,3
0,-5436.96,7211,4068359.25,-3777,-3780.45,17273,35197884,-8343,-11987.01,11773,13062052,-14669,-2195.12,33040,123287920,-3862,6041.05,26440,44349204,6842,1227.74,18643,35808528,6465,3
0,-5032,5029,2218888.75,-3915,-2970.31,17090,39773848,-10322,-10830.14,12483,16972036,-15193,-2052.5,37918,174342496,-16544,5559.46,21212,27796854,-6579,4008.57,15000,20407130,11198,3
0,-3894,6811,4887522,-5139,-1173.57,20451,55713664,-7047,-9899.26,12628,16071759,-14782,-874.95,39580,172278928,-16821,6832.47,14994,12882162,-2233,2670.07,15128,21817432,10922,3
0,-3541.78,6286,3893897.5,-2392,-3182.47,17354,42254600,-10261,-11152.58,10842,11884009,-16153,-3431.08,38662,148537360,-13053,7859.87,19939,25733242,-1460,1093.28,19848,37459288,11271,3
0,-4310.38,5823,2475049.5,-2908,-1947.53,18689,45591704,-8278,-11575.83,10268,10505981,-16329,-3024.98,32483,117785192,-13492,6025.52,18937,27759104,-3015,259.23,22669,46571488,7102,3
0,-3076.83,9692,9932941,-3779,-4912.15,18121,37546832,-9604,-10868.1,9454,6955511,-15642,-4166.34,35713,132624264,-15253,7335.97,26309,61818644,-2394,2782.74,19015,31365722,12966,3
0,-2596.76,5852,3104616,-3393,-3026.06,21794,65911888,-5063,-10803.34,9395,7753191,-13224,-2839.59,36756,127378440,-16002,6810.52,20054,39617704,-3609,519.05,22592,48425876,12209,3
0,-2342.34,4841,2237101.5,-2077,-3278.14,20615,55539436,-8614,-10695.13,11092,11259503,-14476,-2163.03,39021,155272416,-19805,6075.79,18013,25607098,-1711,1741.98,20748,39239200,12132,3
0,-2413.51,7132,5670936.5,-3507,-3488.72,21063,59460176,-9187,-9791.8,11513,11445821,-14828,-1667.98,40136,177836960,-16265,6197.92,23720,32681850,-1672,2217.28,17636,27350948,13871,3
0,-3069.19,6221,2838554.25,-2703,-1804.41,18673,48599912,-9466,-10876.9,11104,15546666,-14921,-3304.18,39848,157505952,-17627,5702.8,24365,50289920,-5972,2836.29,18008,31771000,11514,3
0,-3647.8,7248,5633277.5,-2812,-3803.31,20466,49644592,-6027,-10525.92,9774,9637695,-13728,-3103.26,38438,163445120,-18397,6003.66,24640,47776912,-2361,3289.77,19016,34250456,10557,3
0,-3832.88,5201,2198664.75,-3866,-1128.27,16913,38354032,-3001,-11396.6,11517,16402499,-9729,-1279.23,33348,122393496,-17421,4719.87,15349,19697564,1507,2425.14,16790,29189476,10201,3
0,-4235.82,4544,1814384.5,-3790,-1696.95,16721,36533664,-302,-11504.39,10355,12611186,-10912,-1714.28,35475,127695104,-18426,4669,14770,20819286,1359,2101.92,19735,34536920,7003,3
0,-4141.06,6046,3873411.75,-4779,-2087,17766,41278248,408,-11387.91,10954,13835276,-10095,-1635.13,36471,139645024,-19130,4981.98,19892,37223568,5687,2339.84,16411,23638210,4970,3
0,-4198.24,5939,4129664.75,-5210,-2551.28,19606,54566632,714,-10594.96,11234,14412622,-9238,-677.04,38374,142087376,-17227,5310.26,13964,16425679,2064,3060.82,12820,19842298,6929,3
0,-3096.54,6641,6454784,-4717,-2061.97,18596,47517784,-3126,-11745.52,8569,8979533,-11319,-1372.36,35131,123165664,-19357,6302.77,19265,27382238,4287,1460.2,12380,14981682,5950,3
0,-4750.93,5271,2784278.75,-2772,-3655.76,15420,29329844,-5945,-11943.11,7785,5937003,-13693,-4518.29,33468,122309840,-17997,5657.85,19888,33252270,-2404,1629.98,17739,33930808,6136,3
0,-5192.08,6241,4036508.5,-6491,-2480.52,17824,43553304,283,-11291.04,9029,9186843,-9269,-1560.57,34340,128705888,-18516,5816.74,14488,16630019,4944,2304.6,15340,23804442,4588,3
0,-5222.1,7767,6473458,-5492,-2325.05,17659,42803480,-1444,-11254.54,8337,7908340.5,-11084,-2929.25,33468,129598784,-16623,7172.1,19640,28386908,3924,958.47,14240,20506818,1913,3
0,-4881.1,6145,4365630.5,-4654,-780.48,20287,60064788,-1321,-10397.17,9684,10665184,-11871,-2038.55,36510,137211520,-17545,6970.42,19791,27330914,1330,454.81,17141,23685190,4775,3
0,-3797.2,4067,1615390.37,-2975,-1296.87,19567,53575720,-5672,-10570.52,10518,12219372,-14041,-1904.51,38889,142469344,-18823,6544.01,13183,11042460,-718,699.02,18017,31589310,9713,3
0,-3400.04,8295,8205390,-3443,-3525.76,19073,48801152,-6542,-10392.17,8818,5166155.5,-15835,-1596.47,32558,111882648,-14567,8309.3,23927,40485972,-1070,-1144.72,18154,24509378,7152,3
0,1961.38,1966,158518.87,1914,-16164.6,584,14603.36,-16139,-660.72,467,17931.68,-653,-508.54,1101,80217.92,-487,656.14,3288,1005138.06,-153,56.64,1726,165395.09,-97,4
0,3011.57,979,46551.47,3427,-16363.77,327,111745.23,-16089,-1200.65,1562,164746.59,-358,-669.01,1660,263660.28,-1207,408.54,4081,1195072.5,1071,329.89,1713,232764,1030,4
0,1515.67,1779,170855.92,2640,-16443.91,510,121170.65,-16191,-2351.75,1075,116590.57,-1926,-344.94,4083,1684373,-765,153.05,19242,33325788,-1146,17.42,3669,1074166.75,1361,4
0,3366.19,1725,168496.04,2374,-16319.86,747,135546.23,-16047,-1168.64,2157,306214.96,-2550,-1.74,3213,864713.37,1825,-1753.26,10927,7715667,-8765,42.53,1350,98311.9,-944,4
0,3952.14,1648,265071.5,3086,-16217.08,975,166985.35,-16002,-560.57,3216,521238.71,-973,-1190.17,5044,1350931.5,-763,2117.03,6759,2493817.5,2154,131.91,1117,62314.25,-28,4
0,-3989.78,12958,22023738,3143,-13173.18,6222,5520047.5,-16028,-6420.15,4265,1087231.87,-3066,-1371.02,6580,3050425.25,-5036,-961.44,3757,1522195.87,-2377,3616.9,8473,6835695.5,1164,4
0,-2373.32,10326,11465902,-9635,-14558.8,6421,4902252.5,-10054,-5259.36,5104,2774527.25,-7225,595.02,3894,1167616.12,-941,1332.03,16165,17189152,-450,-1989.44,9543,9549890,-79,4
0,2231.41,4240,2303092,42,-15569.52,2188,819611.81,-15989,-4901.85,4021,2366045.25,-3127,-1091.2,6260,1877163,-115,-3499.06,5016,1064565.5,-4360,-1658.29,2578,622583.81,176,4
0,3093.17,2490,732007.06,3725,-15682.55,1703,388759.87,-14409,-4382.56,4418,2513254,-6169,-163.34,10763,10765279,4235,813.1,8476,5856937,1145,490.77,2682,603661.5,491,4
0,3029.44,2547,1104010.12,1613,-16143.49,347,115868.21,-15688,-2986.91,2629,456647.87,-4805,369.01,5236,1597835.5,3865,-974.14,9872,6563579,2561,-60.42,2124,314248.03,1071,4
0,3803.05,2448,631292.31,4124,-16167.95,425,119095.73,-15850,-1727.3,1273,210852.92,-2215,-276.28,2721,653249.31,1143,1005.66,6834,3675441,-463,397.87,2235,392335.81,338,4
0,1813.6,1899,483045.75,2518,-16458.88,541,118112.78,-15850,-2294.19,886,65529.07,-2069,-875.29,3472,1235109.25,-1584,2248.07,7282,3807464.25,2423,862.3,1327,115863.91,999,4
0,1793.89,1185,191674.73,1171,-16311.28,335,115899.64,-16084,-2787.94,1368,194489.9,-2520,-446.65,3835,1014081.81,-571,-1050.86,8389,5099144,-10,-267.23,1481,204363.2,-27,4
0,1624.2,7927,3866155.5,1595,-15781.75,4320,1237322.75,-16183,-4494.02,5631,3194846.75,-2268,-1822.43,6265,4325497.5,-224,-3320.92,8123,4080610.5,-533,1386.4,8973,9509106,203,4
0,-3305.48,9716,10167272,-4790,-11321.95,4458,1286832.37,-12246,-10675.44,5371,3748595.25,-7643,-396.59,12997,12606121,-2794,3100.24,8724,6866847.5,-2878,1224.27,8608,5693446.5,3254,4
0,2608.39,2333,706975.93,2257,-15707.98,2538,423979,-13642,-4360.01,6154,2840272.75,-8266,731.53,12140,11641283,7955,-2352.6,8313,3800027.25,2931,210.15,3634,1646854.87,929,4
0,3580.29,1700,377327.18,3890,-15924.84,1223,259098.34,-14955,-3461.34,3058,1064554.75,-5089,-138.43,7446,4971144.5,-1010,1223.89,7359,4963692.5,-2330,264.78,2609,501886.46,-962,4
0,3462.13,1213,180853.4,2877,-15896.42,1218,236303.12,-15620,-3851.93,3975,1637139.62,-3539,-526.21,12131,11118964,-1644,-1369.98,6703,2286400,727,-28.52,1053,92442.39,-97,4
0,3957.48,2909,608052.06,3716,-15990.19,757,142846.12,-15547,-2201.32,4039,2114514.5,-4247,-223.98,8803,6087593.5,5709,2245.96,7466,6725058,3156,784.91,2825,624500.37,479,4
0,1876.79,2194,401561.4,1877,-16276.12,493,118198.43,-15988,-3335.93,1538,294468.25,-3956,-704.84,4104,1741986.75,-1600,756.9,13987,10184914,6147,329.84,2349,406067.53,433,4
0,2394.72,2729,640406.25,1652,-15714.22,5140,1589211.25,-15978,-4369.1,5644,1628345.12,-3641,-832.42,5811,3330562,-1354,-3663.08,10099,7508902,-7793,-554.76,5658,2639867.75,-1589,4
0,-1530.31,5491,2560802.5,1010,-9723.96,9286,9917302,-13154,-12227.18,7552,5478942,-7531,-1869.01,15634,27069520,-3775,-114.9,12352,11867164,-6857,404.92,5324,3018960.75,2815,4
0,1328.19,5630,3022734,1551,-14660.74,4331,2577685.5,-12003,-6196,9865,9979759,-11599,1370.72,8116,4716032.5,6214,1190.26,11932,11544758,3234,-133.68,8699,7460950.5,1592,4
0,3008.64,2192,457273,4135,-16091.45,1639,297338.68,-15711,-3207.54,3256,1365014.25,-2123,-582.97,7690,5747415.5,2161,1740.11,12922,13421572,-1446,1204.11,3277,1159840,2071,4
0,2024.33,1460,235613.76,2094,-16513.05,682,133538.25,-15823,-2187.03,724,91807.25,-2157,-39.5,6313,3272659.75,-3771,-1109.86,9989,10410039,3194,376.3,3083,804686.31,-330,4
0,2733.91,2397,339368.59,2696,-16508.04,475,122813.3,-16069,-1792.4,1202,78515.82,-1858,-775.79,4734,2294251.75,579,-187.5,8999,4166228.25,-3087,-38.57,3386,975687.43,281,4
0,2569.14,1693,441394,3302,-16399.38,1018,164655.45,-16127,-2839.61,1782,290314.37,-2667,-430.12,8840,7178907,1615,1050.17,13009,14271250,6578,334.95,2032,403274.84,561,4
0,3162.64,1745,248989.14,2240,-16380.01,1687,235937.14,-15449,-2247.57,3969,772620,-2540,-1065.36,7495,4523548,265,-1803.64,4959,2252094.5,-2569,176.72,2968,830400.06,1016,4
0,2020.95,3052,1135591.75,1793,-15958.76,1968,458912.43,-14788,-4396.01,4348,2322561,-5385,-295.37,9337,7342953.5,-2017,829.03,7792,5261461.5,-1392,514.93,1732,225686.2,342,4
0,4319.02,1055,107954.61,3848,-16188.08,436,126080.29,-16066,-1462.94,1352,230230.28,-2130,48.67,6526,3710939,-1337,-99.84,8586,7198425,1749,424.1,1863,251802.04,-146,4
0,2713.08,2766,607637.68,4767,-16412.24,435,122806.57,-15911,-1293.92,699,45065.82,-805,-461.27,2248,461876,856,776.52,3976,1074791.87,-713,554.26,1824,199248.9,1268,4
0,5009.92,4364,1821411,2021,-15693.34,1941,547759.18,-16373,1028.46,4358,2274033.5,-1424,-232.35,2854,588777.37,-134,1137.07,5443,3403566.5,-797,-877.69,3250,703567.12,-713,4
0,4292.54,3283,1650187.25,5867,-16126.95,1205,212574.78,-15024,133.17,3403,983663.12,2358,-759.29,1579,285387.93,-1355,-1451.18,6508,4593396,-3180,1185.85,1844,315742.28,1350,4
0,3146.59,3212,1121818.87,2650,-16359.2,940,161941.26,-16205,-1024.88,1442,203300.65,-1054,-194.43,2208,285204.37,-1015,-921.2,7800,3929197.5,737,-265.52,2123,231911.81,817,4
0,5317.01,838,96248.12,5293,-15536.74,653,152477.65,-15501,-3194.24,2270,385752.53,-1473,-448.09,2566,559480.62,-1561,-1600.46,6206,2791133.75,-5419,-45.73,2067,373007.15,-1321,4
0,3822.94,3956,2066613.25,4788,-16062.67,1301,260548.51,-15392,-2414.16,1079,109517.14,-2724,-214.7,2114,424791.37,-1047,-312.97,7401,2876625,284,634.55,2825,699391.25,207,4
0,3285.32,3166,1290509,2623,-16230.13,975,200124.81,-16003,-1912.06,549,37712.83,-2029,-443.49,4982,1673871.5,-224,2413.02,8291,9215196,-692,568.43,3853,1558934.75,-1243,4
0,2829.55,3849,2276099.25,1531,-16388.7,1062,203738.2,-16365,-982.9,2580,825159.68,-1809,-183.79,2989,743598.56,-1121,771.42,7816,4811280.5,4364,-477.39,3183,662431.81,1294,4
0,3975.23,3394,1728996.75,5153,-16089.59,1305,323544.06,-15274,-846.36,2534,712993.43,761,-625.08,3769,1310650.75,-719,-1734.09,4924,2027262.75,1095,666.41,2990,598789.18,-986,4
0,3319.1,2907,1472107,2185,-16306.59,762,186244.45,-16230,-873.71,1796,429576.46,-1446,-281.94,2282,523214.62,-1154,90.44,1768,251957.23,-1020,-235.85,2295,378980.03,1067,4
0,3029.76,3496,1701076.5,4746,-16383.53,879,168126.65,-15605,-824.27,1758,376878.87,174,-527.62,4234,1160044.12,-1424,258.23,3519,1462008.12,-798,605.18,3570,1065363.5,-195,4
0,3905.86,1987,245119.06,2606,-16225.63,1089,185391.42,-16264,-1420.05,2756,867298.5,-1281,-160.79,6631,3418525.5,-1672,-1307.74,5537,3054405.75,-2001,-17.06,3144,1276423.12,-1356,4
0,1949.46,4677,2255671.5,3522,-16377.31,443,121366.71,-15964,-2610.9,2307,438727.46,-1124,-1552.42,6813,5062702,204,2458.11,12533,14255532,1190,1063.76,3169,681959.12,-741,4
0,817.37,5159,3946968.75,-1059,-16254.17,1650,216945.23,-15927,-2830.28,4897,1203797.62,-2833,-1027.49,5794,2872320,-163,-2763.5,6825,4031922.5,-226,-1358.28,3794,1366475.87,977,4
0,-1487.77,6980,5177260,2825,-12923.74,4407,1254585,-14718,-9703.97,4866,1120874.25,-6890,-1265.73,4627,1471878.37,-3770,-1974.17,15022,14103748,-7366,283.67,7059,4191881,-1995,4
0,-265.76,6580,4663539,-685,-14895.24,3732,1690386.12,-14035,-6980.08,4604,2069972.5,-8119,-595.19,9779,9032450,393,-973.14,13452,13150799,7781,1726.55,4958,1269432.75,-537,4
0,-1428.5,7257,7889844,-4515,-13417.34,4226,2093860.75,-12306,-8834.88,8057,5441371,-9343,869.92,12413,13262753,-1398,2810.82,12270,14109878,-1118,674.63,7453,4242827,829,4
0,2326.27,2266,764048.56,1832,-16280.25,789,148836.95,-16037,-2790.32,1365,277642.46,-3350,-846.42,3609,1663761.75,807,-105.64,11231,8609927,-2824,428.31,3154,1009041.81,1949,4
0,3135.69,1473,230142.54,3320,-16357.61,1574,255187,-16195,-1942.87,3428,886442.31,-2272,-657.81,10514,7856250,444,-1789.77,6077,3022251.25,-2793,-224.91,4288,1451268.75,558,4
0,4052.87,2693,486957.81,3651,-16087.93,1314,169513.37,-14920,-2607.98,3059,738162.93,-4211,479.7,8924,7287552,-818,1547.84,8175,3975634.5,-833,572.06,2769,722097.62,-622,4
0,2660.78,1469,197745.23,2355,-16372.4,484,118574.67,-16185,-2393.14,2956,812301.18,-2336,-691.81,6693,5229326.5,114,960.76,8800,3874881.25,2409,803.44,1811,299029.59,1638,4
0,655.08,4376,2412066.5,3171,-15042.75,4077,1436971.5,-16406,-6470.52,8118,7250046.5,-1272,-2556.1,3086,821601.37,-2530,-3333.36,9296,6392934,-2695,-195.53,2145,281064.12,264,4
0,1472.76,4626,1909521.12,-1109,-15142.45,3679,1174333.37,-13265,-6574.71,6651,4407167.5,-9341,809.4,6148,3060932.5,-953,3490.11,9221,5909613.5,-1066,417.31,3528,1591595.62,-726,4
0,1864.34,874,100130.03,1527,-16376.45,457,125209.22,-15981,-2423.69,1929,544257.37,-3299,-652.85,4059,1190606.87,-1802,3542.42,7310,4911312.5,7924,590.67,1290,181783.18,641,4
0,1598.83,1370,78869.67,1651,-16413.57,695,126643.54,-16069,-2476.23,1344,185397,-1587,-55.58,3651,1095855.87,-787,-3192.93,8506,4480309,586,-450.55,1734,362910.18,252,4
0,3589.48,1741,123977.33,2544,-16245.39,488,127660.36,-15920,-1443.42,1458,109242.57,-2317,61.17,1935,244170.48,667,-2173.22,8437,5092439.5,-7187,-38.15,2405,385937.56,-849,4
0,3268.53,1042,56324.16,3827,-16369.13,394,116611.65,-15909,-499.09,1029,116505.66,-949,-727.26,3713,1094888.75,112,897.48,4711,2704499,-760,245.72,1929,271514.75,678,4
0,2483.71,1761,250307.06,2751,-16482.42,361,118869.1,-16126,-1654,966,42812.33,-989,-606.77,3380,1138075.5,-2085,1879.09,6648,4053435.75,1976,260.91,2174,502300.4,-168,4
0,2768.57,1590,187270.81,2918,-16403.39,492,126534.46,-16000,-1489.28,1084,91560.9,-1364,26.54,3534,697853.75,-2032,-2463.84,6774,5164706,1154,126.08,2294,381714.12,-282,4
0,2939.25,1626,272478.68,2935,-16404.75,310,116343.53,-16140,-1094.59,1230,136837.62,-891,-547.67,2579,495236.84,-129,-46.04,5335,2679279.75,-2766,237.5,1810,266101.12,-186,4
0,2806.18,1132,160448.35,2287,-16462.48,368,119320.64,-16134,-1003.45,855,71282.3,-1377,-599.69,4731,1634990.37,-1404,962.04,5948,5152576,380,55.57,2863,456258,-275,4
0,2922.9,1481,205024.92,3053,-16403.25,550,136303.2,-16179,-1794.33,1086,70635.04,-1378,-274.53,5250,2173844.75,1778,-1926.88,10432,15660285,3384,-11.93,3070,680617.12,1989,4
0,8561.1,6008,3849582,9962,-13768.62,3083,1150301.12,-12965,2694.7,2295,517622.56,3092,-763.56,1694,345169.46,-327,498.4,8829,4254330,1,2061.32,7163,7249773,257,4
0,2652.66,2420,520123.96,3812,-16513.01,621,125389.22,-16020,1193.51,1237,158017.68,918,-565.81,3686,1153176.75,-1150,-643.83,6355,3198334.5,244,551.17,9680,5782760.5,5818,4
0,2617.39,2060,404004.12,2390,-16543.98,563,136098.32,-16512,352.91,2387,607453.93,742,-985.26,3309,1031529.37,-292,1367.38,10627,9254547,574,-492.3,4142,1614654.5,-1071,4
0,2058.93,1164,109196.35,1910,-16615.16,755,154683.29,-16246,1698.52,997,87629.35,1590,-66.85,3729,1038661.75,-663,-786.87,7618,4241891,2110,640.17,6487,3812620.25,-595,4
0,2497.52,4166,1367309.12,2301,-15983.72,2327,543130.25,-16001,-1475.05,7771,7813158,2308,-1766.68,5320,2760615.75,-1598,-309.3,14883,23734288,4130,355.28,3859,1394707,15,4
0,3265.97,2964,878933.81,4752,-15056.01,3829,1555014.5,-15721,-5550.22,7142,6458950.5,-3252,-994.17,13973,12559969,-186,-1378.41,17991,28662168,-354,750.03,6049,2068639,1759,4
0,2648.82,1596,171611.92,2538,-16484.9,492,134313.1,-15910,-5.58,5086,1662425.75,-3376,252.56,10444,10500737,7454,1275.55,11572,10251983,5984,804.16,8420,5564373,5332,4
0,2295.64,1075,90381.6,2431,-16529.98,480,126877.46,-16202,994.61,1945,458916.53,315,189.99,3877,1366345.12,-1182,-38.75,5608,3117033.5,385,604.12,6050,2661048.25,408,4
0,1782.89,1339,104106.72,1729,-16472.44,407,129070.03,-16096,1664.23,2077,379676.03,2088,-624.5,2703,627712.25,-437,-1044.23,4551,1094983.37,-1112,677.16,3396,1351224.75,-318,4
0,1591.22,2008,402635.28,939,-16599.57,450,127466.44,-16261,1176,1021,102726.29,1251,-677.25,4189,1308328.62,-514,5.02,5986,1954121,1796,-449.56,4321,1429177.25,474,4
0,2509.44,2033,266906.18,2070,-16528.29,717,135534.68,-16379,776.88,1919,373151.09,1183,-434.05,6190,4253894,1217,-125.36,7132,3509254.5,-2998,288.43,5306,2705832.75,1260,4
0,2249.05,1053,101062.12,2375,-16439.07,550,123565.71,-16144,1384.7,3784,708684.5,299,-790.64,7828,2586827.75,1270,-366.19,6696,1610593.75,-1399,56.73,3386,575339.62,1790,4
0,7198.28,13151,26394824,2874,-10216.26,11204,12336431,-15739,-4491.25,16169,27376738,-2251,-3717.73,8293,8116350,-7319,3907.72,29253,66944292,-6836,-893.65,3809,1225272.62,-1349,4
0,6797.19,11185,12617087,14012,-10731.12,9041,8600814,-4641,8839.25,5127,2281356.25,4945,-2025.45,3142,913291.06,-3189,1812.81,7913,9650497,6642,3205.79,8980,5395570,345,4
0,3757.68,3293,1196915.5,3406,-15174.26,3429,1719510.75,-13736,4515.12,7620,6826039,8604,-1037.87,2726,646082.93,-99,-4913.92,15397,16332037,-1251,1732.9,9127,6901895,-945,4
0,2952.99,2327,625378.25,2168,-15586.96,2791,772876.31,-16483,-4043.62,7327,4371876,698,-1684.08,5854,4251862.5,-577,623.22,14475,22033142,-3744,1031.58,2533,604902.62,1001,4
0,3972.46,1991,342096.28,3925,-16108.98,775,151230.39,-15805,-2015.73,2373,630703.31,-3047,-228.68,1373,228378.37,99,-65.26,7532,3318185.5,-961,270.35,1637,177950.37,932,4
0,2667.47,2548,822792.93,3366,-15711.38,969,163349.62,-15873,-4883.13,3746,932485.75,-1959,-726.09,2989,791077.43,-486,-485.35,9167,10452702,-5342,876.23,3254,842050.56,-222,4
0,2721.47,1164,105414.35,1923,-16177.89,807,134946.81,-15621,-2754.64,2218,245363.2,-4269,-320.96,2021,408382.53,378,750.97,5191,2353505.25,1074,155.54,3234,833742.62,-1003,4
0,2917.65,3760,1464146.12,2848,-16089.8,764,160503.93,-15899,-3076.15,863,53677.66,-3037,-32.78,2695,688839.81,-968,-1632.8,12987,16276344,-1883,-46.31,4755,2590622,252,4
0,4039.47,2752,651081.18,3256,-15525.06,2930,977490.93,-15648,-4299.44,5109,2433480,-3052,-1452.44,3701,1415134.25,-861,-43.66,10907,10057736,3907,-421.13,4378,1083775.37,2123,4
0,2725.93,3904,1136089.87,4930,-16269.68,3805,972148.25,-12949,-1293.43,6446,3298783,-5799,725.69,6749,4860369.5,-723,-104.05,11609,8314152.5,5171,921.44,7772,5855614.5,-1636,4
0,2048.96,1901,412929.46,2376,-16773.24,1128,183814.84,-16202,511.81,1510,252437.2,-113,-124.31,4157,1451431.62,1597,484.84,10671,8868068,-6472,480.87,6747,3253826.25,1971,4
0,1739.52,1121,107695.1,1564,-16538.21,477,130420.12,-16185,1371.34,1431,227502,867,-203.63,4399,1740504.37,708,-366.5,11080,10087231,4039,-116.38,5383,1785691.25,-183,4
0,1904.29,1606,142678.64,1062,-16508.86,390,120469.57,-16264,1192.69,818,53345.18,1318,-674.17,2623,567698.31,-1928,-120.55,6740,2380527.5,3378,49.23,4104,812095.25,-3048,4
0,1876.95,692,53097.93,2108,-16473.82,106,112045.64,-16151,1036.57,923,114362.54,886,-312.76,950,83791.85,-734,-428.51,3683,1416881.25,-1844,263.36,705,56825.7,291,4
0,1919.28,305,8506.36,1801,-16464.6,109,111545.98,-16125,1023.05,648,40907.78,1376,-485.14,2160,209342.95,-576,-385.99,1462,203563.5,-673,255.59,1000,50356.44,130,4
0,1698.79,919,62700.77,1945,-16554.81,393,122858.86,-16126,1265.54,2133,421831.75,870,-340.36,3389,1078999.37,1126,517.66,8732,6056104.5,982,387.69,4714,2444397.75,1131,4
0,4647.1,5873,4020713.5,1901,-15292.24,6177,4586726,-16513,-3497.83,6867,4724602.5,348,-139.03,21077,55665668,-491,401.49,13051,17327916,1147,863.91,13140,19734028,-35,4
0,2073,1279,207370.59,2710,-16795.03,1033,247131.78,-16672,1553.6,1569,199850.06,391,-415.54,7130,5554841.5,387,-103.09,3659,1427654.75,-1039,65.7,7255,6041677.5,1397,4
0,-2672.44,11888,12979352,1769,-15457.76,6161,3296326,-16496,-1165.01,7351,7725124,1522,-3433.13,8277,5708023.5,1425,-3078.94,12904,15747263,-579,2443.53,4513,2169846,3143,4
0,-11854.87,2646,567809.06,-9904,-9261.71,1805,326642.81,-10109,-4976.48,2000,521484.87,-4359,-808.36,5209,2831507.5,-4150,-89.88,7279,3705398.5,-4575,598.31,4612,1126278.37,4239,4
0,-10578.74,10344,6961499,-11757,-10026.59,4654,1431905.62,-9537,-6276.07,4275,1612448.12,-5670,541.97,5849,3423736,-372,1916.46,10944,11979661,-761,-1113.47,13605,10616823,1005,4
0,2228.07,4759,1302889,-1038,-16019.99,4572,2208113.75,-13482,-1046.8,10565,8263081.5,-8664,345.8,7379,6211321,3542,4329.59,12067,10639489,9354,-888.49,21310,36479684,-13198,4
0,2923.46,2025,284261.68,2243,-16722.98,874,192432.7,-16590,857.02,1513,363450.68,1799,470.18,4336,1457011.5,-426,-990.93,10189,7656201,2812,723.05,8943,8506360,-570,4
0,4250.99,4336,1400377.12,3296,-16252.26,2260,530849.75,-16236,2298.1,2198,508492.75,1373,-946.24,5739,2905182.5,2030,-880.2,6208,2481061.25,-2390,156.96,13307,16916534,4062,4
