,accX,accY,accZ,gyroX,gyroY,gyroZ
358,9791,-8464,-8295,10061,22847,13988
359,9953,-9051,-7501,9402,21727,14460
360,10024,-9594,-6687,8743,20393,14781
361,10014,-10099,-5904,8075,18888,14998
362,9887,-10694,-5191,7401,17212,15125
363,9658,-11311,-4568,6718,15336,15251
364,9374,-11928,-4020,6050,13226,15358
365,9060,-12526,-3668,5354,10797,15404
366,8771,-13169,-3459,4450,7605,15257
367,8708,-13846,-3283,3513,3568,14889
368,8904,-14421,-3175,2748,-65,14388
369,9235,-14903,-3090,2211,-3335,13706
370,9545,-15271,-3020,1903,-5657,12861
371,9724,-15520,-2952,1785,-6620,11925
372,9739,-15669,-2891,1771,-6369,10933
373,9528,-15740,-2834,1788,-5212,9941
374,9131,-15752,-2762,1789,-3562,8989
375,8606,-15748,-2682,1728,-1820,8093
376,8032,-15732,-2584,1603,-297,7272
377,7474,-15696,-2496,1436,869,6510
378,6991,-15656,-2414,1248,1620,5820
379,6575,-15600,-2337,1076,2062,5164
380,6196,-15555,-2272,903,2298,4526
381,5831,-15507,-2227,726,2328,3989
382,5529,-15462,-2173,543,2135,3579
383,5317,-15436,-2115,346,1810,3257
384,5156,-15444,-2042,137,1473,3010
385,5024,-15487,-1947,-72,1175,2819
386,4892,-15542,-1858,-255,915,2641
387,4712,-15581,-1802,-418,595,2436
388,4557,-15609,-1778,-596,27,2180
389,4645,-15676,-1776,-829,-845,1866
390,4976,-15782,-1848,-1131,-1842,1461
391,5303,-15925,-2082,-1539,-2908,876
392,5610,-16123,-2485,-2124,-4266,56
393,6037,-16360,-2963,-2985,-6118,-975
394,6588,-16612,-3471,-4154,-8413,-2159
395,7126,-16784,-4026,-5486,-10818,-3399
396,7618,-16831,-4713,-6847,-13004,-4600
397,8033,-16820,-5493,-8158,-14811,-5712
398,8272,-16752,-6309,-9433,-16175,-6697
399,8332,-16648,-7056,-10706,-17140,-7566
400,8314,-16509,-7828,-11997,-17808,-8269
401,8101,-16341,-8679,-13284,-18311,-8792
402,7769,-16152,-9456,-14575,-18744,-9120
403,7393,-15864,-10130,-15792,-19066,-9256
404,6940,-15433,-10691,-16854,-19193,-9267
405,6448,-14872,-11111,-17753,-19081,-9132
406,5972,-14232,-11392,-18519,-18670,-8773
407,5324,-13494,-11681,-19096,-17935,-8245
408,4511,-12758,-11994,-19520,-17051,-7643
409,3793,-12052,-12191,-19807,-16198,-6880
410,3140,-11305,-12470,-19924,-15366,-5932
411,2316,-10533,-12941,-19872,-14614,-5004
412,1442,-9914,-13462,-19825,-14144,-4043
413,843,-9321,-14018,-19742,-14009,-2816
414,408,-8753,-14583,-19635,-14111,-1449
415,-182,-8114,-15291,-19499,-14215,-102
416,-668,-7340,-15198,-19377,-14215,1166
417,2088,-7989,-13023,-18881,-13109,2194
418,2119,-7931,-12557,-18105,-10057,2752
419,1337,-7551,-13601,-17337,-7771,2688
420,1976,-6121,-13871,-16033,-7465,2784
421,2291,-5159,-13629,-15122,-7431,2909
422,2085,-4198,-13397,-14089,-6577,2662
423,1862,-3432,-13468,-13045,-5955,2529
424,1717,-2932,-13480,-12020,-5982,2422
425,1562,-2507,-13535,-10983,-6158,2281
426,1392,-2058,-13650,-9991,-6187,2133
427,1173,-1581,-13721,-9037,-6094,2008
428,921,-1122,-13790,-8115,-5883,1894
429,716,-707,-13886,-7237,-5571,1799
430,559,-354,-14030,-6408,-5171,1707
431,449,-48,-14213,-5626,-4713,1575
432,367,217,-14357,-4904,-4230,1379
433,300,425,-14440,-4244,-3708,1136
434,260,585,-14459,-3635,-3129,878
435,262,713,-14454,-3046,-2488,627
436,313,808,-14446,-2457,-1789,413
