accX,accY,accZ,gyroX,gyroY,gyroZ
-10601,7135,-5971,12923,2338,-3267
-10805,6940,-6264,11819,2271,-3476
-11014,6740,-6530,10663,2275,-3611
-11128,6538,-6682,9450,2276,-3634
-11172,6331,-6735,8201,2309,-3570
-11211,6145,-6785,6973,2389,-3466
-11244,6001,-6837,5831,2434,-3345
-11271,5868,-6895,4788,2412,-3216
-11314,5794,-7000,3870,2357,-3111
-11371,5749,-7112,3056,2314,-3058
-11477,5685,-7248,2328,2336,-3047
-11637,5650,-7450,1739,2366,-3057
-11807,5613,-7694,1293,2294,-3069
-11921,5571,-7926,974,2086,-3057
-11971,5502,-8118,750,1826,-3034
-12022,5413,-8297,624,1620,-3023
-12111,5289,-8503,595,1457,-3004
-12187,5142,-8708,653,1260,-2937
-12257,4978,-8907,769,1014,-2821
-12318,4785,-9049,897,771,-2663
-12377,4585,-9205,1024,643,-2459
-12414,4397,-9347,1158,572,-2184
-12412,4269,-9505,1329,490,-1839
-12369,4191,-9663,1527,368,-1457
-12325,4127,-9810,1717,268,-1079
-12313,4091,-9957,1920,209,-728
-12344,4044,-10104,2133,174,-382
-12465,3939,-10288,2336,180,-16
-12764,3791,-10678,2557,206,410
-13069,3698,-11067,2789,67,966
-13162,3589,-11257,2940,-281,1676
-13054,3567,-11330,3059,-736,2496
-12836,3594,-11457,3203,-1253,3336
-12580,3591,-11752,3367,-1869,4182
-12228,3507,-12192,3472,-2600,5071
-11798,3336,-12779,3420,-3366,6035
-11444,3044,-13570,3065,-4012,7086
-11238,2538,-14634,2243,-4531,8267
-11072,1741,-15981,832,-5136,9700
-10765,629,-17321,-1334,-6007,11499
-10247,-688,-18317,-4345,-7119,13585
-9634,-2110,-18967,-7187,-8353,15503
-8665,-3413,-19464,-9745,-9712,17230
-6988,-4716,-19057,-12047,-11205,18783
-5145,-6326,-17826,-14119,-12169,20182
-3664,-8717,-16750,-15984,-12173,21440
-1950,-11122,-14278,-17662,-11858,22573
-761,-13286,-10688,-19173,-11352,23463
-425,-15234,-6343,-20532,-9956,23625
-254,-16988,-2432,-21756,-7064,23887
-348,-17854,1087,-22857,-3576,23684
-754,-18181,4255,-23559,-1319,22305
-1174,-18026,7106,-23152,180,20091
-1836,-17631,9673,-21927,2116,17488
-2918,-17083,11748,-20328,4964,14785
-4953,-16735,12810,-18601,7745,12247
-6699,-16274,13523,-16688,9241,10448
-7979,-15786,13906,-14785,9144,9375
-8702,-15223,14206,-12927,7933,8646
-9045,-14643,14403,-11143,6467,8052
-9104,-14052,14514,-9453,5336,7532
-9080,-13487,14541,-7873,4718,7035
