meanaccX,maxaccX,minaccX,varaccX,medianaccX,25thpaccX,75thpaccX,meanaccY,maxaccY,minaccY,varaccY,medianaccY,25thpaccY,75thpaccY,meanaccZ,maxaccZ,minaccZ,varaccZ,medianaccZ,25thpaccZ,75thpaccZ,meangyroX,maxgyroX,mingyroX,vargyroX,mediangyroX,25thpgyroX,75thpgyroX,meangyroY,maxgyroY,mingyroY,vargyroY,mediangyroY,25thpgyroY,75thpgyroY,meangyroZ,maxgyroZ,mingyroZ,vargyroZ,mediangyroZ,25thpgyroZ,75thpgyroZ,label
4301.76,7656,-549,5024185.7824,4866,3030.0,5316.0,-5243.08,-430,-14860,19316270.5536,-4097,-7583.0,-1595.0,-2742.72,3635,-7564,8906318.761599999,-3736,-4518.0,-1125.0,1132.6,8747,-10199,25420126.88,2114,-1584.0,5166.0,-2886.44,3443,-13354,19962480.4864,-1472,-5276.0,627.0,-1812.48,-34,-5250,1614029.0496,-1520,-2258.0,-1145.0,4
3901.24,6960,-130,6312895.3824,4894,1480.0,6252.0,-9490.48,-5178,-13908,9251209.7696,-9621,-12256.0,-6520.0,-7188.8,-79,-11261,16901037.52,-9272,-10937.0,-3204.0,-2849.36,3969,-15860,39599272.7904,362,-8150.0,1668.0,3843,15182,-10753,73012362.56,5081,-4790.0,11701.0,7164.12,14153,1317,20963123.1456,7230,2914.0,11782.0,2
4207.64,7877,900,6092081.9104,3682,2097.0,7163.0,-8034.88,-4000,-12756,8900465.2256,-7518,-10791.0,-5010.0,-9394.48,-3232,-12064,7069790.9695999995,-10174,-11627.0,-8298.0,-2336.8,6961,-15402,61753291.84,-1227,-9503.0,5540.0,2481.84,16725,-14261,126601203.49440001,4492,-8724.0,13364.0,3415.04,13190,-2114,33973845.4784,-846,-1216.0,10241.0,2
2570.4,4610,734,2037840.72,2335,1246.0,4166.0,-8232.96,-4634,-12793,7306647.6384,-7734,-10823.0,-5749.0,-11057.88,-8433,-12412,1283123.7056,-11572,-11890.0,-10238.0,553.88,11925,-14810,90162231.1456,1692,-8248.0,10220.0,-850.4,9413,-12629,47567887.76,2171,-7373.0,3823.0,1093.2,3485,-1011,2911621.04,-17,-259.0,3189.0,2
1852.44,7011,-1271,6875897.686399999,1212,-308.0,3344.0,-6940,-3035,-12155,9319393.12,-6128,-9874.0,-4115.0,-11004.52,-7004,-12883,2359572.5696,-11549,-12071.0,-10059.0,-2601.04,10058,-14924,77521003.2384,-4811,-10091.0,7311.0,1830.64,16611,-11909,104380347.3504,-1000,-7493.0,13145.0,3693.12,11588,453,13684662.5056,1928,1391.0,4134.0,2
482.32,2521,-1145,1234877.6576,124,-477.0,1406.0,-6810.64,-2743,-12521,9685732.3104,-6158,-9354.0,-3871.0,-12070.96,-9606,-13287,1170579.2384,-12358,-12936.0,-11740.0,-2227.32,14708,-15621,105884013.0976,-5573,-10726.0,7178.0,-1509.12,5548,-10420,30409182.1856,-2195,-6609.0,4037.0,929.08,1978,-147,497103.2736,1026,195.0,1587.0,2
7938.04,10666,5383,3044676.8384,7347,6451.0,9746.0,-9653.56,-1150,-20277,36322094.3264,-9785,-14700.0,-3549.0,-2907.36,-710,-8752,4719978.870399999,-1967,-3732.0,-1385.0,-4037.24,9470,-20198,128472646.7424,-4095,-15247.0,7876.0,3854.48,6956,108,2912295.6896,4018,2995.0,4866.0,-2006.04,16043,-18477,176164682.5984,-4415,-15489.0,13006.0,3
9074.36,11737,6827,2762437.7504,8729,7624.0,10687.0,-8308.04,-1774,-16347,21568223.0784,-8874,-12551.0,-3629.0,-2575.96,-1075,-5506,1330119.8784,-2604,-3046.0,-1612.0,-3303.44,8923,-19641,123715648.9664,-760,-15034.0,7783.0,2216.68,5352,-1384,4761327.8976,2372,-48.0,4378.0,-601.4,16870,-19168,190357165.92,-554,-14597.0,14480.0,3
9164.28,12016,6273,4303432.4416000005,8702,7368.0,11446.0,-7576.76,-1231,-17770,24332610.1824,-7257,-11551.0,-2869.0,-608.44,1238,-3620,1238774.5664000001,-526,-1237.0,257.0,-3504.6,6642,-17824,81252298.64,180,-12418.0,4342.0,3653.08,9372,-123,8383835.1936,3939,662.0,5632.0,-375.12,16160,-19808,185703993.2256,81,-13725.0,14363.0,3
9628.96,13063,6741,3426124.8384000002,8992,8288.0,11217.0,-6624.64,95,-14970,23434370.630400002,-7144,-11206.0,-1761.0,-616.16,644,-3510,881695.4144,-663,-993.0,162.0,-3281.44,7237,-18676,92547037.2864,-202,-12403.0,5812.0,2732.88,9070,-3757,12345832.8256,3068,-634.0,5617.0,-95.76,17790,-19293,197929433.7024,-120,-13748.0,15200.0,3
9626.64,12594,6490,4106685.7504,9365,8037.0,11860.0,-7169.72,-84,-15475,24070052.8416,-7399,-11759.0,-2080.0,-959.32,163,-3684,730262.0576,-1058,-1239.0,-306.0,-3086.88,6298,-17349,81260283.4656,132,-11845.0,5563.0,2065.8,5630,-1215,5247539.36,2037,-290.0,4269.0,113.96,17914,-19373,197187021.3984,1058,-13815.0,14233.0,3
3669.48,13156,-3942,18700488.6496,3643,1509.0,4814.0,-9122.24,-5394,-15669,5930093.1424,-8159,-10290.0,-7661.0,-98.96,5382,-7344,22851627.3184,-539,-4416.0,4730.0,84.28,9219,-8541,46936382.4416,-2927,-5402.0,7811.0,-49.2,6120,-7628,14463726.24,502,-3548.0,1941.0,-5946.84,7669,-23433,117131519.4144,405,-18541.0,2706.0,1
5649.6,14059,-1670,14968642.88,5961,4187.0,6859.0,-10276,-6362,-17908,11287809.84,-9999,-12319.0,-6955.0,552.28,6063,-6789,21858054.121600002,2614,-3581.0,4655.0,-467.48,8569,-7570,31182593.0496,-2862,-4580.0,5214.0,-330.56,4377,-7852,13750393.8464,685,-3371.0,3120.0,-4176.72,9190,-22850,104627820.12159999,678,-14415.0,3659.0,1
4686,13110,-4523,19474229.2,5471,2652.0,6714.0,-11536.64,-7857,-19999,11148655.430399999,-10969,-12839.0,-8703.0,572.16,4960,-6379,17111538.9344,1470,-3018.0,4491.0,1461.64,11731,-8330,51439315.2704,-717,-4460.0,9096.0,72.2,4156,-5792,9599730.8,1022,-2301.0,3191.0,-2471.48,13125,-22372,133439277.5296,3825,-15357.0,6469.0,1
4086.56,10656,-4250,16562824.9664,4864,1812.0,5967.0,-11798.12,-8691,-18267,6694759.2256,-11070,-13421.0,-9486.0,-394,3610,-7550,16720198.48,2120,-3633.0,3280.0,39.4,9236,-8247,34882676.24,-1043,-4859.0,5554.0,-303.76,6390,-7099,13980427.3824,169,-3522.0,2350.0,-1392.84,14552,-20332,113448143.01439999,3313,-9448.0,4723.0,1
5261.4,13550,-3540,20803508.48,6392,1925.0,7304.0,-12628.08,-8884,-20182,9913143.7536,-12573,-14402.0,-9400.0,-1609.88,3646,-8904,21832480.8256,-109,-6105.0,2912.0,-699.6,7715,-7433,24779520.4,-1543,-4996.0,3447.0,2825.68,9489,-6289,17925597.9776,4318,-903.0,6086.0,-2597.44,13438,-22877,133469209.44640002,3516,-14618.0,5536.0,1
5308.12,8081,1574,3183768.9056,5357,4248.0,6535.0,-9911.44,-5966,-17802,11206819.9264,-9097,-12028.0,-7205.0,5423.72,6718,4224,619186.9216,5512,4632.0,6172.0,3708.88,15098,-10004,67517667.6256,5225,-3490.0,10468.0,-960.64,3172,-5244,4525770.7904,-651,-2186.0,300.0,237.04,8122,-4102,13283248.5984,-935,-2819.0,2150.0,4
7410.52,10138,431,7595059.7696,8684,5961.0,9418.0,-6979.32,-3178,-17353,17114805.0976,-5156,-8559.0,-3779.0,1578.4,4797,-2684,3640903.0399999996,1594,263.0,3041.0,2872,13438,-7665,39250341.6,2654,-1773.0,7120.0,2430.56,9093,-1148,6373907.8464,1659,649.0,2695.0,-1306.84,5469,-7445,10421840.9344,-1754,-3303.0,795.0,4
8192.68,11741,4161,5970144.0576,9129,5091.0,10055.0,-8416.2,-4575,-18586,17697696.48,-6419,-11011.0,-5134.0,3961.64,5328,1843,1061590.6304,4203,3593.0,4789.0,5010.32,14943,-5288,36020693.0176,3596,1132.0,9685.0,-2270.32,567,-7369,3122110.0576,-2432,-3357.0,-1170.0,-915.28,4001,-4244,4773534.2016,-285,-3019.0,173.0,4
5720.2,8112,1407,3266328.08,6141,4543.0,7146.0,-7997.44,-4040,-17987,17780136.726400003,-5824,-10272.0,-4836.0,3190.6,4881,1306,1190994.48,3439,2192.0,4086.0,5638.04,14840,-1918,27861336.598399997,3610,1695.0,10088.0,168.88,5203,-3737,5625103.5456,182,-1529.0,1967.0,-2044.92,378,-4164,1533367.4336,-1959,-2553.0,-1366.0,4
6963.96,10304,3555,4209419.3984,7902,4400.0,8391.0,-9142.32,-4471,-18903,19117911.1776,-7784,-11776.0,-5608.0,4487.96,5865,3120,651543.4784,4568,3930.0,5254.0,6457.56,14262,-854,25235974.5664,5123,2366.0,11482.0,-531.48,7480,-6066,10713152.8896,197,-3099.0,1384.0,-1030.32,654,-2890,1348490.8576,-635,-2110.0,15.0,4
7339.76,8973,6326,964995.1424,6771,6463.0,8324.0,-8787,-5314,-13716,7385752.32,-8226,-11305.0,-6179.0,-9476.36,-5903,-11265,2354587.1904,-10047,-10699.0,-8609.0,-2955.84,6628,-15597,63543979.2544,-2296,-10136.0,5026.0,1441.28,10244,-8737,44249671.4016,2520,-4828.0,7896.0,2452,12797,-6028,44586218,-248,-3046.0,9458.0,2
7208.12,9011,5599,1645460.9056,7066,5863.0,8517.0,-8841.28,-4709,-14044,9866821.4816,-8466,-11434.0,-5923.0,-9085.16,-4626,-11969,5226360.2944,-9808,-10814.0,-7158.0,-2815.2,3936,-14676,41038957.68,148,-8517.0,3048.0,2380.28,11602,-5761,32500719.4016,821,-2449.0,7413.0,5021.28,15203,-3749,53441482.5216,2548,-1813.0,13145.0,2
7392.08,9194,5846,1384951.5936,6893,6375.0,8585.0,-8952.16,-5164,-13657,8169287.9744,-8612,-11606.0,-6045.0,-9048.8,-4783,-11079,3404769.84,-9764,-10456.0,-8261.0,-1608.12,6847,-14302,54884931.6256,530,-8472.0,5470.0,2357.12,10252,-6589,36396435.0656,3056,-3575.0,8285.0,3056,13420,-6072,49742089.52,67,-3106.0,10672.0,2
7060.12,8956,5385,1952856.7456,6580,5691.0,8777.0,-8688.52,-5023,-13248,7917187.4496,-8266,-11158.0,-6113.0,-9414.64,-4996,-11914,4236713.9904,-10018,-10844.0,-8602.0,-3731.6,4396,-15556,50450660.08,-3094,-9912.0,3326.0,2339.96,12665,-6714,46581025.3984,861,-3951.0,9178.0,3470.56,14817,-4430,48980041.2864,-485,-2117.0,10672.0,2
8055.12,9699,6730,962064.1856,7543,7315.0,9216.0,-6662.64,-3198,-12000,8293645.3504,-6286,-8966.0,-4017.0,-9681.4,-5087,-12001,3701318.72,-10186,-11054.0,-9049.0,-3626.52,4682,-13284,43742020.4096,-4261,-9577.0,3630.0,2373.04,12191,-6548,46673104.7584,216,-3659.0,9333.0,2725.16,15421,-4756,48638135.0144,-1014,-2380.0,8569.0,2
7463.84,10994,4395,4837154.6944,6790,5731.0,9851.0,-7305.04,574,-18672,34033059.8784,-7225,-13086.0,-1590.0,480.48,1773,-4042,2175970.9696,1055,576.0,1224.0,-3179.36,2995,-13461,30761412.9504,-873,-7868.0,1617.0,2876.52,9267,-3720,14192031.2896,2802,1624.0,5569.0,1847.68,20138,-18775,187468665.4976,1907,-11006.0,16367.0,3
7098.16,10743,3195,4806718.9344,6539,5519.0,9050.0,-7981.72,-663,-21504,38230827.081599995,-6974,-12018.0,-2322.0,-170.36,1688,-5218,3645525.8304000003,363,-762.0,1273.0,-4400.52,4313,-15891,51046266.9696,-3736,-10756.0,2594.0,2787.36,7865,-2017,8774735.590400001,3302,-42.0,4854.0,249,20099,-18593,195152207.92,-1854,-12634.0,14367.0,3
5671.96,9293,2497,5829234.1184,4284,3573.0,8464.0,-8313.72,-188,-20695,37559127.3216,-7676,-13506.0,-2312.0,503.56,2170,-3624,2261399.2064,1033,332.0,1159.0,-4007.56,3772,-15772,49020592.5664,-2801,-10046.0,2925.0,2593.8,9481,-3977,15121866.88,2103,147.0,5526.0,807.12,19297,-19296,187313587.4656,386,-11850.0,15558.0,3
7450.48,10152,4728,2904268.7296,6791,6158.0,9101.0,-8696.44,-917,-20686,32343707.7664,-8775,-13764.0,-2885.0,-352,730,-2990,1353253.2,102,-732.0,529.0,-3420.08,3026,-15084,36600462.3936,-1612,-8629.0,2236.0,1584.68,7051,-4274,9300927.5776,1062,-302.0,3990.0,2866.8,19297,-17347,165282967.68,4604,-9652.0,15494.0,3
6524.92,8563,3975,1881361.5936,7098,5460.0,7566.0,-9439.48,-1915,-19751,30395845.3696,-9584,-14498.0,-3509.0,78.92,1710,-3606,2480068.3136,663,-1112.0,1306.0,-5163.84,867,-15498,27760685.0144,-1958,-9336.0,-1715.0,2583.24,7683,-5097,11434647.7824,3376,1724.0,4959.0,2457.6,19047,-18293,178690684.88,5429,-10993.0,14831.0,3
595.84,12845,-10463,49108391.1744,485,-5117.0,6006.0,-8312.96,-2536,-13333,10401523.078399999,-9171,-10878.0,-5786.0,-1897.44,5577,-11566,26837892.5664,-1288,-5004.0,1798.0,-8856.6,-1059,-20402,53114708.4,-4817,-16916.0,-2572.0,7488.16,12234,3409,4181204.6944,7729,6066.0,8720.0,-6911.8,10816,-24779,200069495.44,-6713,-21521.0,7935.0,1
-281.56,7581,-10343,35459589.686400004,524,-5296.0,5442.0,-5460.32,-663,-11980,14069396.057599999,-6213,-8536.0,-1222.0,736.44,4624,-7013,11153711.686400002,878,-1127.0,3563.0,-5752.96,-531,-19269,31495645.158400003,-3447,-8227.0,-1562.0,5195.2,10204,-2565,9071717.68,5697,3773.0,6972.0,325.76,13288,-22820,158250375.94239998,7002,-10404.0,9979.0,1
2120.2,10500,-8010,33012581.76,2697,-2509.0,7192.0,-5260.44,-2120,-10431,7781822.2464000005,-4572,-7796.0,-2365.0,1205.2,4832,-5962,9806961.84,1728,-909.0,3909.0,-4567.56,-520,-16747,19083513.286399998,-3178,-4814.0,-1620.0,4482.4,10941,-7088,20603347.44,5320,3196.0,7414.0,335.76,11287,-21658,107923433.06239998,4005,-4195.0,8516.0,1
595.84,10856,-9494,32258698.9344,1940,-3783.0,4309.0,-3067.96,105,-7611,7646992.5984,-2885,-5963.0,-173.0,1829.56,5274,-3639,7210511.1263999995,2111,-661.0,4317.0,-5391.12,-2214,-17344,14823742.745600002,-4078,-4899.0,-3191.0,4803.32,13859,-9238,44136375.8176,6683,1600.0,8738.0,2214.64,11809,-20887,86563703.4304,4206,822.0,9479.0,1
2651.44,11998,-7765,35869121.9264,4728,-2812.0,7139.0,-5572.88,-2213,-10209,8065537.145599999,-4667,-8743.0,-2670.0,1496.92,5122,-4833,8822917.1136,2313,-1407.0,4142.0,-5140.08,-1357,-16157,13825019.513600001,-4145,-5902.0,-2712.0,4753.36,14172,-9048,43122733.9904,6569,559.0,9073.0,1713.12,11680,-22834,99124321.0656,4331,-241.0,8927.0,1
9998,12855,5109,3399556.56,10358,9533.0,11067.0,-10096.48,-5439,-18290,14092979.8496,-9182,-13022.0,-6494.0,-6002.24,714,-10745,11775117.942400001,-6358,-8935.0,-2711.0,3084.56,10404,-7131,35625599.6064,6062,-3243.0,7892.0,-3272.56,4179,-12381,19486571.8464,-3408,-6344.0,-146.0,-2915.4,10103,-12676,54775445.68,-5064,-9260.0,2548.0,4
9119.4,13482,3248,9038482.799999999,10235,6606.0,11471.0,-8318,-3589,-17957,18500280.24,-7617,-10581.0,-4798.0,-4655.08,4809,-11363,25946103.9936,-5998,-8537.0,-1341.0,7408.44,14493,-5988,32997787.206399996,8415,4505.0,11826.0,-923.32,5560,-9627,15404217.5776,-317,-3493.0,1861.0,-2194.88,6314,-4846,9770079.4656,-3416,-4374.0,-2495.0,4
6661.4,12315,-246,11774625.28,8059,3400.0,9397.0,-8970,-4236,-19500,19245841.84,-7805,-11341.0,-5076.0,-8524,2288,-14833,19824815.68,-9617,-11662.0,-6010.0,7055.56,15277,-6461,36263082.2464,8986,3832.0,11129.0,-5403.76,2251,-13096,17972303.7024,-4402,-8482.0,-2431.0,-2256.4,6961,-6444,11923945.52,-3252,-4835.0,-594.0,4
8162.96,11514,621,8691777.8784,8765,7007.0,10583.0,-6386.12,-2163,-17615,21280960.585600004,-4654,-8697.0,-2718.0,-5218.84,1299,-9015,8408112.2944,-6462,-7783.0,-2569.0,8179.16,16009,-3548,29569767.1744,9204,4794.0,12155.0,3812.84,10782,-5637,16107005.4944,4312,1150.0,6366.0,-226.48,4056,-2466,2832326.7295999997,-844,-1307.0,261.0,4
7743.48,13210,754,11709962.0096,7998,5105.0,10843.0,-8048.84,-2866,-18295,24340640.0544,-5774,-12190.0,-3728.0,-3721.32,4344,-8248,12411702.6976,-4225,-6554.0,-2279.0,5800.28,11958,-4452,16417851.961599998,6884,4344.0,8231.0,-6388.88,1147,-12843,14712595.9456,-6634,-9111.0,-2694.0,-4740.92,3292,-10441,12714889.1936,-5232,-7224.0,-2853.0,4
1857.8,4471,-431,3994169.1199999996,1272,-147.0,4053.0,-9641.8,-5637,-13841,8570037.84,-9969,-12343.0,-6596.0,-10981.68,-7132,-13160,2381926.8576,-10929,-12143.0,-10625.0,1862.48,15278,-18211,128468976.8096,7337,-8560.0,11743.0,1664.6,9863,-11025,44988802.0,4060,-3960.0,7125.0,4580.48,8091,1192,4304550.9695999995,4776,2923.0,6193.0,2
3445.48,5938,772,4428243.3696,3561,1322.0,5723.0,-9969.16,-5559,-14278,9954123.0144,-10101,-13106.0,-6649.0,-9925.44,-5974,-11977,2832147.5264,-10522,-11095.0,-9323.0,1073.84,12389,-17574,100710973.4144,5818,-8017.0,9528.0,2320.92,12627,-9505,51224584.2336,1579,-3414.0,9141.0,5988.32,13193,434,19568175.3376,5555,2041.0,10224.0,2
3986.04,6257,1700,3068739.3183999998,4441,2113.0,5713.0,-10218.04,-6382,-14332,7760841.6384,-10177,-12866.0,-7495.0,-9903.92,-5406,-12760,4322743.0336,-10295,-11496.0,-8814.0,1834.64,11947,-16688,87308553.5104,5786,-5825.0,9041.0,3146.92,14091,-9183,50057542.0736,3114,-1870.0,8246.0,4602.84,10775,-219,14038811.9744,4993,1073.0,7577.0,2
3808.28,6224,1325,3551621.5616,4063,1861.0,5689.0,-9903.92,-5874,-14136,8196310.6336,-10004,-12712.0,-7023.0,-9825.36,-4934,-12337,4579271.9904000005,-10772,-11006.0,-8677.0,137.72,10612,-18269,93128760.1216,4791,-8495.0,7919.0,2772.28,14693,-11042,64192424.2016,3390,-4333.0,8888.0,4772.56,11593,-419,18271046.0864,3973,798.0,8514.0,2
3689.04,6715,674,5635510.9984,3620,1175.0,6157.0,-9729.08,-5588,-14199,9130558.9536,-9687,-12463.0,-6740.0,-9978.88,-5441,-12086,3757738.9056,-10808,-11229.0,-9091.0,-510.04,9990,-17969,93882208.1184,4620,-9765.0,7995.0,2016.8,12983,-10975,61274670.32,2790,-5280.0,9112.0,6354.24,13614,1082,19894072.9024,4246,2294.0,10754.0,2
5710.88,8958,2400,5472358.0256,6088,3265.0,7937.0,-6456.36,670,-17705,32391291.830399998,-5680,-11637.0,-640.0,-1748.68,-47,-3823,1122309.1776,-1585,-2613.0,-909.0,45.52,11697,-14952,97176076.8096,2183,-9509.0,9439.0,2472.08,7833,-3334,11051951.8336,2479,1126.0,5872.0,1626.28,19734,-20407,212768520.1216,3492,-12436.0,16365.0,3
6322.44,9669,2263,6889059.9264,6620,3735.0,8855.0,-5722.4,1462,-18267,36907514.24,-4242,-10596.0,40.0,-1329.76,45,-2667,576376.9824,-1609,-1690.0,-728.0,-3596.72,8841,-16915,92649001.5616,-3413,-13104.0,6509.0,491.92,5051,-1924,5204933.2736,117,-1499.0,1896.0,-1247.56,21254,-21211,241238299.3664,-2214,-16799.0,13998.0,3
6217.52,10647,2779,6508618.4896,6002,3732.0,8669.0,-4080.32,3228,-17676,39626524.6176,-2431,-9047.0,1906.0,-1804.24,-281,-3672,1134666.1024,-2201,-2430.0,-830.0,-3966.8,8473,-18119,101086520.0,-3971,-14320.0,6892.0,1505.84,5849,-2095,4893389.7343999995,775,-68.0,2693.0,-1665.48,21026,-21021,221816415.8496,-3322,-16411.0,12694.0,3
5763.2,10218,2014,8967752.96,5543,2900.0,8795.0,-2645.24,4167,-17739,52814982.5024,431,-7784.0,3679.0,-2285.36,-125,-4860,2158973.0304,-2312,-3345.0,-1026.0,-6818.84,8833,-20049,113179856.8544,-9805,-16311.0,4637.0,-5.44,7660,-6149,16424967.7664,-279,-3037.0,1204.0,-5795.08,17694,-20606,159709398.5536,-9059,-17338.0,4404.0,3
6478.4,10961,2499,8354312.96,6317,3519.0,9276.0,-2336.8,4385,-16084,38092479.6,-651,-6505.0,3134.0,-2795.76,-938,-4977,1333513.4624,-2828,-3388.0,-1785.0,-5651.68,7419,-18920,104227463.6576,-6090,-15679.0,5334.0,367.64,7582,-6115,18556609.5904,-945,-2291.0,4827.0,-3605.6,20443,-21175,206826687.12,-6352,-17977.0,9814.0,3
4478.96,10770,-4782,28091608.1984,5699,-177.0,9507.0,-6995.2,-2564,-14332,8997405.92,-6441,-7724.0,-5818.0,-6816.92,-1174,-11901,16286231.9136,-7921,-10508.0,-2304.0,-8464.44,-1207,-20035,41942256.0064,-6294,-14078.0,-2587.0,-9856.24,-5192,-15211,11211715.3024,-9687,-12881.0,-6395.0,-5575.76,7643,-21622,126922074.4224,-6984,-16308.0,6686.0,1
4383.2,12100,-4169,24902628.64,5156,-110.0,8903.0,-3882.28,285,-10739,6118910.3615999995,-3449,-4378.0,-3251.0,-5834.2,-564,-13387,20263602.96,-4606,-10264.0,-1759.0,-9125.56,2162,-20130,50442059.9264,-5014,-16918.0,-3632.0,-6000.28,-1348,-10675,6778246.9216,-5847,-7716.0,-3919.0,-2212.6,9439,-17781,99085077.2,4667,-13882.0,6031.0,1
5456.4,11644,-2388,20952264.56,6358,2027.0,8861.0,-4375.2,-409,-12983,9917723.68,-3768,-5007.0,-2145.0,-7290.36,-705,-14960,26339145.7504,-7740,-11697.0,-1646.0,-10886.84,-3228,-21209,33229188.8544,-9279,-15644.0,-6195.0,-7331.04,-2907,-13030,5966823.3984,-7185,-8533.0,-5431.0,-6747.48,6115,-21229,100232044.2496,-7867,-17053.0,3144.0,1
7397.28,11760,517,12623311.4016,8446,5048.0,10463.0,-3701.76,1231,-11533,9859465.862399999,-2892,-4394.0,-2655.0,-6632.12,-1225,-12836,18333709.3856,-5424,-11133.0,-2353.0,-10519.28,-569,-20427,34277717.4016,-7981,-16279.0,-6056.0,-4798.08,602,-8712,6959178.7936,-5424,-6625.0,-3631.0,-4769.8,5854,-19162,86123485.36,-2737,-14017.0,4062.0,1
7828.88,12934,6,17576719.1456,8745,4183.0,11884.0,-4754.52,-1558,-10699,4597983.0496000005,-4562,-5603.0,-3340.0,-6617,-2231,-14278,18373409.36,-4903,-10127.0,-3147.0,-8742.52,1805,-20827,46393377.0496,-5436,-14568.0,-3092.0,-5847.36,-1120,-10939,8235897.1104,-5869,-7980.0,-3566.0,-3101.8,6829,-19388,93691284.8,3114,-13143.0,5205.0,1
8000.68,12382,3615,3671311.0976,8265,7170.0,9370.0,-3156.64,3346,-17033,41214224.6304,-858,-7021.0,2347.0,-11670.6,21,-19838,35203617.519999996,-12923,-15653.0,-9974.0,2101.24,4547,-948,3527179.3824,2840,43.0,3718.0,-2856.64,2818,-10286,16458962.7104,-2476,-5981.0,888.0,-7562.96,-305,-16952,27516074.0384,-6983,-10733.0,-3430.0,4
9244.6,12126,3596,4819244.08,9864,7636.0,10767.0,-3295.84,1617,-14237,25626139.0944,-1404,-6199.0,1011.0,-8800.12,1368,-17841,39621522.4256,-9472,-14339.0,-4603.0,1433,3880,-1398,2213821.6,1879,199.0,2391.0,-3501.52,2035,-10637,13837489.9296,-2518,-6297.0,-714.0,-3976.4,4379,-14848,37709016.480000004,-1803,-9015.0,326.0,4
9072.72,13212,5782,3258329.9616,9034,8016.0,9860.0,-857,3962,-10968,22355727.92,2040,-4693.0,2729.0,-6592.24,5037,-16179,55871620.9024,-7963,-13179.0,1257.0,4015.68,6517,-1269,5862949.2576,5025,2742.0,5876.0,-752.16,5380,-9413,18779671.7344,297,-3954.0,2991.0,-4751.24,1826,-13134,21263375.8624,-3695,-7823.0,-441.0,4
7242.68,10173,1721,4827342.1376,7656,6465.0,8536.0,-1552.8,2966,-13122,23078864.8,511,-5408.0,2528.0,-7266.4,3959,-17834,33871916.56,-7231,-12322.0,-2162.0,4352.08,10328,-2753,12704016.7136,4811,2397.0,6452.0,1206.64,6969,-7753,19749147.7504,1544,-1924.0,5479.0,-3075.6,5419,-13337,30204926.48,-1061,-7380.0,431.0,4
7441.96,10847,2560,4532569.5583999995,7850,7272.0,8411.0,-2835.16,1108,-12503,17024086.9344,-879,-5276.0,334.0,-2554.08,5567,-9493,19168351.1136,-2919,-6023.0,-72.0,3346.2,9254,-3706,12676238.8,3304,1371.0,5272.0,947.08,9162,-6293,15323742.7936,1136,-2137.0,2838.0,-3440.28,5341,-12419,27959560.6016,-2037,-7576.0,269.0,4
-1131.88,2492,-3556,3569642.9056,-1379,-2941.0,305.0,-9123.08,-4797,-15129,9548714.9536,-9038,-11972.0,-6129.0,-10655.24,-7727,-11939,1463745.8624,-11285,-11562.0,-9891.0,-1556.48,13499,-18179,117162315.7696,-3626,-10480.0,10705.0,1810.72,12833,-6751,41134560.6016,-569,-3335.0,7253.0,2169.76,7794,-3044,10821924.7424,1372,-279.0,4857.0,2
