meanaccX,maxaccX,minaccX,varaccX,medianaccX,25thpaccX,75thpaccX,meanaccY,maxaccY,minaccY,varaccY,medianaccY,25thpaccY,75thpaccY,meanaccZ,maxaccZ,minaccZ,varaccZ,medianaccZ,25thpaccZ,75thpaccZ,meangyroX,maxgyroX,mingyroX,vargyroX,mediangyroX,25thpgyroX,75thpgyroX,meangyroY,maxgyroY,mingyroY,vargyroY,mediangyroY,25thpgyroY,75thpgyroY,meangyroZ,maxgyroZ,mingyroZ,vargyroZ,mediangyroZ,25thpgyroZ,75thpgyroZ,label
6978.08,7584,6090,217473.1936,7097,6663.0,7440.0,-11704.76,-7898,-15407,5604784.5824,-12231,-13863.0,-9571.0,-6495.32,-3008,-9095,3388263.7376,-6528,-8186.0,-5099.0,-3248.68,9089,-21695,115164723.5776,998,-13127.0,5915.0,425.28,7678,-5662,17058209.5616,20,-2977.0,3373.0,53.04,4009,-3197,6267176.8384,-767,-2138.0,2304.0,2
5223.64,5986,4098,377474.7904,5272,4733.0,5832.0,-11898.08,-8081,-14663,4842946.2336,-12589,-13879.0,-10084.0,-7915.88,-3753,-11062,4208006.8256,-8163,-9394.0,-6860.0,-3557.8,7241,-22258,101684822.08,384,-12119.0,4819.0,174.4,5059,-6803,12748551.76,391,-1811.0,3299.0,86.88,1649,-1388,946457.2256,136,-901.0,858.0,2
5599.8,6250,5000,73750.72,5647,5397.0,5773.0,-12692.16,-8988,-15149,4356375.4144,-13385,-14493.0,-10843.0,-7462.92,-3642,-9652,3069279.4336,-7770,-8897.0,-6686.0,-3066.88,8385,-22538,102202227.4656,76,-10387.0,5250.0,-129.56,4090,-4268,5903398.6464,-653,-1550.0,1614.0,-373.2,751,-1714,594386.48,-12,-1146.0,132.0,2
6850,8093,6329,154977.44,6800,6570.0,7034.0,-12505,-9348,-15292,3473548.96,-12941,-13981.0,-10846.0,-6231.24,-3009,-9156,3604662.4224,-6182,-7963.0,-4627.0,-2772.44,7662,-21055,90448419.84640001,443,-9966.0,5324.0,-2140.56,4745,-9642,20618754.7264,-943,-6130.0,1840.0,-1227.12,2604,-6785,9758371.8656,-482,-3950.0,1477.0,2
7268.8,8127,6276,286228.0,7285,6861.0,7676.0,-11966.04,-8069,-14801,4474247.3184,-12467,-13802.0,-10070.0,-6590.52,-1340,-10771,8188482.8096,-6668,-9018.0,-4618.0,-778.28,8699,-20684,74511245.80160001,1043,-2548.0,6104.0,1294.48,9609,-11515,46790156.9696,3448,-4011.0,6590.0,224.56,4146,-4345,10109927.8464,1491,-3595.0,3143.0,2
4631.36,5245,3447,296309.9904,4683,4282.0,5168.0,-11087.28,-6139,-14661,8444487.6416,-11879,-13691.0,-8516.0,-7055,-2761,-10837,5622572.96,-6535,-9091.0,-5545.0,-1133.56,9669,-22307,96646789.8464,1656,-4999.0,6544.0,333.08,9572,-10510,35029941.9136,-171,-2849.0,4571.0,-1631.28,1339,-5780,5802810.3616,-483,-3739.0,474.0,2
5241.12,6187,3714,440133.30559999996,5244,4685.0,5778.0,-14427.44,-12459,-15779,872446.6464,-14581,-15086.0,-14010.0,-6706.92,-1416,-11314,8616769.0336,-6207,-9454.0,-4882.0,-548.76,8581,-20860,83725845.4624,1864,-2340.0,7009.0,621.72,4593,-4449,7502465.4816000005,859,-616.0,2563.0,-2384.8,1950,-9145,15222458.56,-1856,-6260.0,1520.0,2
3336.88,5372,2151,771200.5856,3128,2910.0,3522.0,-13821,-11375,-15799,1709255.12,-14096,-14898.0,-12969.0,-8321.08,-2141,-13106,11504268.3136,-8430,-11221.0,-6267.0,752.96,10056,-22239,85304814.3584,3229,-850.0,7740.0,729,10088,-8836,41379488.64,2059,-5441.0,5968.0,-5811.96,-507,-10864,13887820.6784,-6096,-9355.0,-1842.0,2
6495.4,9208,1094,6871740.16,7765,4591.0,8681.0,-11277.92,-5516,-17558,16632828.3136,-12441,-15259.0,-6610.0,1729.04,2972,-219,534517.9584,1828,1326.0,2094.0,-7925.36,-3028,-13705,10099622.5504,-7527,-10291.0,-5624.0,75.44,10525,-9048,41295842.6464,-111,-6136.0,3896.0,2926.88,18165,-20902,176861266.5856,9021,-9144.0,14052.0,3
7404.24,10354,2034,7338146.3423999995,8446,5214.0,9776.0,-14570.72,-9538,-21156,11328931.0816,-16057,-17049.0,-11311.0,62.2,1577,-2916,972849.2,134,-112.0,280.0,-7344.68,-1095,-18207,35082952.2176,-4898,-12343.0,-2504.0,8.48,12231,-9116,51358900.0096,-684,-7378.0,5081.0,2671.28,17278,-20120,175516646.2016,8224,-9595.0,14035.0,3
7430.2,10234,3264,5597734.88,7956,5344.0,9728.0,-10191.36,-3880,-16993,18560712.1504,-10695,-14312.0,-5728.0,508.92,1895,-3451,1687287.1936,1013,369.0,1114.0,-8510.96,-1969,-20909,40102532.5984,-4981,-14307.0,-3342.0,619.72,11948,-8115,43183711.321600005,-721,-4100.0,6095.0,3516.32,18554,-20651,181149633.4176,9288,-9939.0,15627.0,3
8106.56,12061,3523,6826349.1264,9088,5720.0,10498.0,-11363.36,-5380,-21232,21625480.7104,-11454,-14750.0,-6572.0,657.76,2404,-3553,1923143.3824000002,1012,532.0,1304.0,-8578.56,-718,-19755,49488023.8464,-4689,-15969.0,-2702.0,2097.4,9390,-5400,18919672.8,1981,-664.0,6264.0,1780.8,19109,-18215,196084239.76,4715,-12836.0,15196.0,3
7355.6,9716,4109,3014897.84,7226,6161.0,8886.0,-11371.04,-4833,-19128,20233205.7984,-11851,-15541.0,-6931.0,1422.32,2824,-1816,1124690.2976,1772,1530.0,1904.0,-8993.44,-3426,-18646,25535832.6464,-6640,-13184.0,-5248.0,872.88,9013,-7236,25389691.7056,1046,-4468.0,3879.0,2565.12,18381,-20109,169960114.4256,6730,-9506.0,13564.0,3
7006.84,9536,2132,5440885.5744,7920,5339.0,9014.0,-12931.44,-7143,-20887,16780930.5664,-13887,-16191.0,-8971.0,1409.2,2201,-2123,1287862.7199999997,1882,1662.0,2052.0,-10319.68,-4648,-17910,16135016.3776,-8787,-13913.0,-8293.0,2116.76,10556,-6905,35128623.7024,2137,-4446.0,7849.0,2698.72,17377,-18396,164118415.9616,8468,-10846.0,13543.0,3
5994.68,14338,756,20460623.8176,5038,1583.0,10454.0,-5596.24,1460,-19490,42247235.7824,-3809,-9712.0,258.0,1137.64,3616,-1090,2356155.5904,436,89.0,2815.0,-7637.68,8786,-20246,111530333.7376,-10881,-17518.0,4390.0,8617.92,15672,4732,10010173.9936,7465,6369.0,9013.0,-5906.12,18433,-23443,213722650.9856,-9904,-20102.0,7767.0,3
5978.36,10644,1788,9384434.7904,5903,2931.0,9188.0,-6626.28,1053,-21045,43615844.601600006,-6224,-11193.0,-163.0,2162.92,3401,706,434624.1536,2070,1999.0,2570.0,-8432.64,-2970,-14891,13609321.430399999,-7935,-11267.0,-5640.0,3776.36,12360,-2041,14189277.8304,2377,1675.0,6116.0,-2945.32,17890,-22570,220565871.8176,-5525,-17198.0,12359.0,3
7435.2,11788,2207,10810867.12,8716,3802.0,10467.0,-9147.24,-3410,-19171,19582816.4224,-9596,-12301.0,-4954.0,2920.04,4062,636,1003987.7984,3270,2613.0,3564.0,-7041.72,543,-17466,37450279.0016,-4012,-12751.0,-2619.0,5873.32,14175,-2743,21752687.1776,4692,2884.0,8976.0,843.12,18007,-20863,214207399.3856,5310,-14843.0,14752.0,3
6689.44,11482,1160,10732185.3664,7540,3228.0,9408.0,-8021.24,-1146,-15003,23300836.5824,-8689,-12744.0,-3178.0,3540.72,5165,2489,417938.3616,3452,3142.0,3885.0,-5280.56,-1553,-6962,2779430.4864,-5896,-6576.0,-4501.0,4051.04,12768,-5195,23606462.1184,5237,1125.0,6615.0,-3474.56,14229,-23812,206246418.64639997,991,-20072.0,9602.0,3
5588.36,13021,-1018,23515683.3504,5455,862.0,10441.0,-6024.56,-166,-19009,34418867.2064,-4340,-9573.0,-637.0,2138,3821,280,1108917.44,2328,1189.0,3061.0,-5164.56,3145,-10839,30140825.5264,-8802,-9933.0,1430.0,5817.44,8096,2876,2406906.3264,5722,4930.0,6819.0,-6099.04,19957,-24368,239041908.8384,-10924,-20237.0,8697.0,3
5898.84,12526,-80,17391632.8544,7159,1695.0,9587.0,-7486.92,-1046,-18092,27810603.7536,-7360,-12076.0,-2313.0,1402,4011,-1181,1575295.6,1670,995.0,1976.0,-3188.76,5812,-10761,33057054.0224,-4785,-8538.0,2446.0,6993.4,12063,2934,6291543.52,6639,5802.0,8423.0,-4271.72,18036,-23924,256572634.6016,-5257,-21286.0,12559.0,3
7669.84,14809,3824,10623715.3344,7038,4835.0,10286.0,2515.04,6846,-9661,27053540.9184,5365,-121.0,6275.0,2839.24,5571,-2995,8512403.0624,4055,1137.0,5180.0,-5811.88,6681,-15408,66227752.905600004,-8017,-13485.0,2715.0,3947.92,10148,639,11522746.0736,2555,892.0,7412.0,-1998.24,19181,-20690,159641014.7424,-3588,-12121.0,8489.0,3
7757.48,12317,4340,9570229.1296,6780,4674.0,11205.0,-3616.8,1969,-15780,28414077.200000003,-2403,-6347.0,1014.0,-286.68,2631,-4118,5988518.1376,109,-2465.0,2187.0,-4281.32,5088,-14482,52772933.8976,-3837,-11206.0,3072.0,1948.92,10416,-5568,19772093.0336,868,-903.0,4949.0,-2526.16,16450,-22844,197416852.8544,-2850,-15416.0,11978.0,3
6754.88,12093,2635,12429119.4656,6129,3174.0,10075.0,-4205.6,3855,-17539,51785915.52,-1681,-11091.0,2138.0,-1224.04,1128,-5995,4410733.6384,-693,-1542.0,258.0,-8308.96,10803,-20059,99212773.7984,-12087,-16642.0,-1578.0,167.2,7514,-5778,9976656.0,364,-1391.0,1871.0,-9989.8,13573,-24672,147732075.52,-13826,-20714.0,-49.0,3
9340.04,13279,5142,6608961.5583999995,9910,6811.0,11520.0,-7009.12,-934,-16856,21326254.9056,-7049,-9586.0,-2936.0,-399.64,3840,-3921,5494146.150400001,-798,-2167.0,1265.0,-2186.44,7319,-14207,56464110.0864,339,-9274.0,4073.0,3144.32,11493,-1482,14859116.137600001,2170,-156.0,4996.0,-3373.52,12334,-22811,164228476.8896,59,-16409.0,8407.0,3
4804.68,16715,-5395,42158514.6176,5998,-129.0,7252.0,-6543.12,-3267,-11786,4639539.0656,-5970,-7810.0,-5399.0,2522.36,9441,-2704,20630523.830399998,-308,-928.0,7871.0,-8507.96,-4891,-11538,3881864.7584,-8540,-9850.0,-6932.0,4008.76,9402,-3222,7064020.5024,4270,3494.0,5076.0,-7998.2,6722,-25212,160934251.04,-5689,-21251.0,4732.0,1
5104.44,16085,-6125,47084464.7264,5948,-768.0,9449.0,-9555.72,-6738,-13354,4103253.8816,-9324,-10820.0,-8038.0,1496.56,9361,-4186,19088928.8064,23,-1407.0,4507.0,-2913.04,2090,-8280,11514814.2784,-2034,-7140.0,-464.0,-135.8,3623,-4958,5951531.84,248,-2103.0,1795.0,-8651.04,9564,-25545,194187049.3984,-11532,-21924.0,6608.0,1
5251.84,16033,-7464,44827681.3344,6924,592.0,9122.0,-9021.88,-6530,-12899,3639080.5056000003,-8371,-10234.0,-7388.0,485.48,9061,-4291,26345658.8096,-2650,-3549.0,6013.0,-5902.88,-1658,-8328,4821829.2256,-6955,-7741.0,-4565.0,-405.68,4902,-7551,12104708.9376,-1341,-2814.0,2439.0,-9151.88,6513,-25780,165253364.9056,-9779,-22118.0,4852.0,1
7281.92,17003,-2995,31699086.393600002,8990,2627.0,10279.0,-10940.36,-8691,-14529,2357722.3904,-10829,-11635.0,-9528.0,1177.44,8787,-5728,31885484.3264,-592,-3841.0,7343.0,-7541.24,-2359,-13274,9897976.9024,-6766,-9943.0,-5859.0,572.12,5999,-4741,10487465.9456,-7,-1966.0,3755.0,-4929.52,9737,-24328,166712891.0496,1175,-19904.0,6689.0,1
6677.6,16948,-3215,28981268.56,7726,1778.0,9269.0,-11021.76,-8631,-14019,2765320.4224,-10664,-12095.0,-9735.0,1960.4,9378,-4146,30530072.96,115,-3455.0,7967.0,-7282.76,-2076,-11391,5964110.6624,-7519,-8456.0,-6550.0,765.96,5752,-5038,7466124.1984,604,-1022.0,2751.0,-5042.8,8141,-24510,152016815.35999998,3042,-18784.0,6015.0,1
5923.6,16213,-5428,43259036.24,7705,1076.0,9617.0,-8017.8,-4937,-13096,3673162.24,-8005,-8848.0,-6673.0,2190.44,10076,-2870,25531050.0864,-1252,-1816.0,8406.0,-7560.4,-4014,-10831,4264126.64,-7703,-9043.0,-6164.0,2022.28,8060,-5035,8020249.1616,2264,804.0,2982.0,-7958.44,8018,-25365,166579449.3664,-7470,-20570.0,5423.0,1
5190.84,15339,-4643,30890949.7344,6336,325.0,9461.0,-10738.04,-6762,-16506,9200233.3184,-11021,-12719.0,-7749.0,-1349.68,563,-6412,2860064.4576,-999,-1903.0,-297.0,-5075.6,554,-18174,20150583.04,-3779,-5928.0,-2394.0,3224.48,10411,-8051,24620848.7296,5417,-1307.0,7018.0,4669.04,18664,-22512,133080123.3184,8135,270.0,11722.0,1
1413.28,7447,-8022,29859950.2016,2913,-3963.0,6642.0,-6435.76,-1073,-11773,14088864.3424,-7013,-9904.0,-2136.0,1453.8,5015,-6995,11105154.559999999,737,90.0,4430.0,-5286.68,3883,-21994,69829172.8576,-3257,-8228.0,1285.0,2377.08,8230,-7043,11504535.8336,2615,655.0,4383.0,-2878.24,10538,-23467,144571111.7824,-186,-12713.0,7404.0,1
1884.28,11539,-8278,40591549.8816,2597,-3162.0,7336.0,-8343.36,-1841,-13706,9518625.5904,-8782,-10645.0,-7516.0,-3312.04,3816,-14607,42549770.358399995,353,-8319.0,1048.0,-9443.56,3933,-23489,105015698.8864,-11182,-19215.0,1047.0,3293.24,9579,-6128,11093299.0624,3811,2100.0,4648.0,-7417.92,13054,-23885,195403246.6336,-13026,-20583.0,8430.0,1
3862.88,12470,-5763,33533392.3456,5310,-1380.0,7669.0,-7910.92,-4634,-13296,7535948.8736,-7403,-10108.0,-5351.0,-2116.36,297,-8264,4673632.5504,-2138,-3118.0,-165.0,-4357.24,3694,-18029,28042841.222400002,-3460,-6692.0,-709.0,2891.36,9724,-6548,30817425.3504,4981,-2094.0,7712.0,4122.76,18231,-19768,110284441.86240001,7574,304.0,10769.0,1
9475.56,14267,1478,12528276.0864,10114,7712.0,12466.0,-6785.48,-2745,-13449,16915367.7696,-4921,-11535.0,-3068.0,-357.96,3295,-4359,7982908.0384,-435,-3521.0,2375.0,-194.2,6351,-7116,20693359.68,-1696,-3394.0,3862.0,-607.8,12534,-11401,55555310.8,-2755,-6912.0,5171.0,10426.76,18768,2340,20102535.7024,10665,7369.0,13563.0,1
3960.8,11885,-5233,31606703.199999996,6308,-977.0,7948.0,-7702.04,-3796,-13234,9213303.2384,-7358,-10144.0,-4514.0,189.52,3211,-5798,5843045.7696,230,-1365.0,2438.0,-4974.48,6183,-19850,35070038.6496,-4110,-6096.0,-1655.0,4549.44,13669,-9098,50799289.6064,7212,-77.0,9183.0,1393.8,14591,-22492,108671638.96,4823,-1731.0,8532.0,1
10291.96,13027,1504,7926485.1584,11111,10606.0,11702.0,-5923.08,-2910,-12515,8978819.4336,-4809,-7448.0,-3331.0,-239.4,1974,-4546,5800155.84,1066,-2623.0,1792.0,2889.8,8265,-3626,16243009.52,3657,-522.0,6752.0,-300.36,8837,-7983,35359643.6704,136,-6748.0,5015.0,10186.92,18068,3941,20323682.7136,10077,5945.0,12142.0,1
9989.4,12141,3336,4503031.36,10409,9469.0,11438.0,-5796.56,-1782,-12398,11519260.7264,-4792,-8534.0,-2786.0,-1002.32,1732,-5654,8072109.4176,358,-3910.0,1533.0,3259.28,12302,-3758,27728150.2816,2474,-690.0,7230.0,-952.76,10081,-10586,45806230.5824,-1844,-7084.0,5626.0,7575.32,16435,-273,27416366.8576,7959,3128.0,10621.0,1
2130.24,9399,-7740,31865168.3424,3571,-3246.0,7526.0,-9603.72,-4382,-14019,4572044.7616,-9589,-11075.0,-8962.0,-5403.72,1388,-15458,36776062.9216,-1529,-11360.0,-975.0,-10238.2,3229,-23918,112160992.4,-13623,-20331.0,1894.0,5387.36,8561,-5855,11327582.790400002,6385,5687.0,7159.0,-7059.36,12171,-22612,166378977.4304,-10929,-18266.0,7340.0,1
9046.68,11794,775,6432279.1776,9010,8476.0,11111.0,-7155.28,-2344,-14246,17401836.9216,-5891,-11311.0,-3526.0,-678.08,3117,-4447,8941377.9136,185,-3952.0,2145.0,2924.44,10700,-4696,22474239.0464,2297,-302.0,6626.0,-1711.48,9766,-10945,42651541.8496,-3216,-7427.0,4398.0,8935.2,17072,215,23523664.4,9603,5612.0,12050.0,1
7235.48,10182,2896,3917847.7696,7528,6324.0,8617.0,-5957.48,1963,-17991,35614865.7696,-5408,-9513.0,-1043.0,-2722.92,9237,-9088,30718435.1936,-4092,-7974.0,1073.0,3499.24,17179,-11967,82102932.9024,4568,-3863.0,10290.0,-2809.16,2807,-9567,8917743.6544,-2596,-4219.0,-520.0,-1044.52,10094,-5661,25269686.969600003,-3640,-4485.0,1233.0,4
9400.36,12486,4253,4627696.070400001,9297,8344.0,11029.0,-8325.52,-2166,-18391,22413864.0096,-7287,-11936.0,-4102.0,-8160.04,6335,-17315,43908031.0784,-8838,-14689.0,-3617.0,3888.96,15751,-7150,50085515.6384,4334,-2470.0,9495.0,-1036.56,4635,-6341,6834691.3664,-1272,-2827.0,777.0,612.16,12431,-4166,27984041.7344,-2126,-3033.0,3023.0,4
7774.24,10572,2338,3746964.9024,7941,7028.0,9231.0,-9088.88,-5272,-13436,7631833.2256000005,-8907,-11725.0,-6312.0,-1138.8,5929,-8631,23905717.04,-1475,-5724.0,3568.0,-1065.72,10725,-10267,55360486.9216,-1098,-8797.0,5741.0,-2864.96,2197,-9399,14391484.0384,-2168,-6624.0,789.0,897.84,9321,-8889,34000988.9344,-961,-3308.0,7204.0,4
6300.48,10099,2691,2096819.5296,6211,5738.0,6598.0,-8514.84,-4831,-13800,8379370.3744,-7926,-11168.0,-5689.0,-6281.68,5139,-15170,38773640.1376,-7735,-11207.0,-1306.0,-2760.44,3404,-10842,26675527.446399998,-1044,-7876.0,1707.0,-3929.24,2629,-10325,17578882.5024,-4773,-7223.0,-928.0,-1572.04,6393,-10032,30933533.6384,-3491,-5279.0,4175.0,4
7377.68,10112,4769,1884801.1776,7401,6650.0,7973.0,-8376.56,-3974,-15943,12743675.4464,-7699,-10970.0,-4810.0,-48.88,5747,-5391,11362703.1456,-1360,-2659.0,3087.0,1440.84,12201,-9730,51455229.9744,2088,-5148.0,7374.0,-1715.8,5715,-11398,17152802.240000002,-326,-4340.0,714.0,-2185,9452,-9518,38253697.6,-3743,-7473.0,2286.0,4
9564.64,15307,7104,4142112.9504,9008,8051.0,10664.0,-4871.16,-62,-11518,14766761.9744,-3679,-8403.0,-1673.0,-4341.88,2828,-10147,14842698.3456,-4880,-7721.0,-1450.0,1305.68,10948,-9212,39873916.6976,2460,-3683.0,6969.0,-597.76,6090,-8974,9865987.1424,-1166,-1778.0,1394.0,-1101.32,11627,-9858,46349775.3376,-2992,-6155.0,4265.0,4
10743,15534,4254,6811702.16,10737,10156.0,12730.0,-8673.2,-4210,-18206,16125808.8,-7237,-10719.0,-5595.0,-3483,968,-6211,4233526.32,-3933,-4992.0,-2549.0,5494.84,14582,-6820,41917904.6144,7258,565.0,10450.0,-2393.96,4247,-10449,11967409.2384,-2175,-4279.0,-205.0,-1325.88,9577,-6519,15459531.3856,-1735,-4192.0,-590.0,4
9810.16,11709,7940,611320.8544,9851,9369.0,10144.0,-11977.88,-7644,-15699,9045661.3056,-11815,-15495.0,-9058.0,-6190.24,-1292,-11197,10938771.2224,-6273,-9147.0,-3418.0,290.52,6844,-4587,19060249.8496,-1329,-3944.0,4658.0,3592.92,7525,-2492,5356359.2736,4133,3131.0,4662.0,391.72,12859,-12857,80770470.4416,1442,-8311.0,8735.0,4
9179.52,12575,3838,6999912.9695999995,10389,6372.0,11013.0,-8091.92,-3493,-18207,18447009.3536,-7015,-10639.0,-4486.0,-4501.48,2435,-8294,8132623.9296,-4969,-6738.0,-3617.0,5400.08,13259,-4228,26993310.7136,5673,1601.0,9777.0,1404.16,8636,-5827,12557972.7744,1434,-45.0,3077.0,-3603.8,9308,-9231,25048195.759999998,-5373,-6862.0,-1989.0,4
9737.2,12564,4881,3686763.28,9878,9496.0,10988.0,-9219.2,-4819,-17171,12353252.4,-8202,-11746.0,-6080.0,-2112.72,1707,-5142,4199517.1616,-2041,-3657.0,-916.0,4798.6,14558,-5695,54889994.56,5727,-2780.0,11916.0,-322.32,6425,-6199,8277990.5376,195,-1603.0,1017.0,-399.76,13380,-7425,44365274.1824,-3953,-5584.0,4451.0,4
9389.04,12018,3759,5087894.1184,10355,8535.0,11081.0,-9814.56,-5229,-18520,15241532.1664,-9069,-12169.0,-6399.0,-2844.08,3316,-7743,7948891.5936,-2421,-5039.0,-1112.0,3969.04,13114,-7239,38847285.3984,4769,-175.0,8471.0,-1340.84,5350,-12419,20770166.8544,200,-3834.0,1201.0,-2107.36,10563,-7646,29819394.5504,-4184,-6679.0,454.0,4
10451.16,13033,7429,2211668.6144,10645,9551.0,11328.0,-8633.52,-4702,-15198,10260251.8496,-8270,-11125.0,-5637.0,-4575.6,985,-7821,8363257.36,-5121,-7395.0,-2439.0,1146.8,8696,-8420,36470997.599999994,2615,-5481.0,6343.0,706.48,8315,-8018,21377870.1696,1774,-3940.0,4404.0,-2318.4,9890,-11875,51244398.32,-3866,-7821.0,3146.0,4
12561.68,16864,7485,7272806.4576,12902,9864.0,14658.0,-6787.08,-2292,-17660,23012602.3936,-4700,-9677.0,-2589.0,-5286.48,947,-9476,9979058.0096,-5097,-8358.0,-2554.0,5054.48,14383,-5481,32050908.8896,5227,827.0,9531.0,-2472.84,2599,-8732,7460958.5344,-2343,-4039.0,-736.0,-4978.16,1517,-11146,14431379.1744,-5070,-8039.0,-1240.0,4
5653.96,8819,1689,6691721.7184,5957,3146.0,8244.0,-9059.8,-5511,-13247,7757084.96,-9213,-11795.0,-6224.0,-7160.92,233,-11997,16262849.5136,-8669,-10734.0,-3435.0,-3266.28,2696,-16332,44902533.3216,645,-9583.0,2413.0,2748.32,13354,-10756,59036582.2976,4729,-5078.0,8407.0,6560.16,14257,-689,26313050.5344,3747,2223.0,11657.0,2
4327.84,8141,794,7474678.2944,3028,2050.0,7655.0,-9090.92,-4782,-13355,8773712.3136,-9134,-11815.0,-6105.0,-9661.2,-4507,-12232,5373634.0,-10531,-11618.0,-8507.0,-1942.88,8218,-16094,77470527.0656,939,-10389.0,6224.0,2983.16,12065,-6650,48171154.4544,4980,-4707.0,9478.0,6958.52,12678,2356,12157025.3696,5725,4178.0,10168.0,2
4838.56,7728,1816,5170189.2864,4298,2803.0,7533.0,-9378.28,-5120,-13385,9128252.2816,-9486,-12293.0,-6230.0,-8394.88,-2451,-11536,8879261.1456,-9261,-11044.0,-6150.0,-2070.4,6471,-17051,69411436.48,2397,-9938.0,5560.0,2401.8,13482,-10666,62781028.72,4208,-5304.0,9723.0,5794.2,12352,-295,19676939.2,3541,2147.0,10657.0,2
5707.88,9125,2226,6135995.3056,5108,3573.0,8461.0,-8552.04,-4751,-14069,8115141.3184,-8597,-11070.0,-5691.0,-7912.64,-1127,-11127,9812999.5104,-8788,-10767.0,-6422.0,-3558.84,6316,-17334,75445239.8144,-824,-11889.0,4365.0,2777.52,15437,-11059,90244217.0496,5979,-7141.0,11069.0,4847.36,11941,-509,19274815.5904,2438,1787.0,9726.0,2
5538.64,9228,2270,6258411.3504,4634,3477.0,8273.0,-7347.4,-3816,-12170,7307307.84,-7108,-9967.0,-4743.0,-8914.52,-3034,-11827,6665173.6096,-9523,-11233.0,-7456.0,-2581.24,7328,-16563,78372155.7824,-994,-10842.0,6334.0,2917.92,15811,-12937,103355341.9136,6029,-7230.0,12485.0,4709.72,11427,-343,14061661.4816,3633,2030.0,7684.0,2
5978.12,9114,2701,5463412.0256,5257,3870.0,8528.0,-9329.96,-5605,-13925,7385953.0784,-9263,-11877.0,-6439.0,-7677.16,-1177,-10881,9506820.294400001,-8700,-10472.0,-5728.0,-3418.56,5931,-17113,77581465.84640001,327,-12204.0,4591.0,1469.76,14218,-15377,104245871.4624,5904,-9072.0,9976.0,5385.28,12790,194,21024178.9216,2539,1934.0,10354.0,2
2296.16,4327,165,2486800.8544,2687,674.0,3883.0,-12114.92,-8451,-15087,5270583.1136,-12645,-14227.0,-9839.0,-9681.24,-5132,-12115,4685272.6624,-10537,-11270.0,-8365.0,1640.44,12710,-16222,87725177.6864,4776,-6625.0,8993.0,3111.92,10942,-7867,33099530.5536,3256,-224.0,7770.0,3428.52,6954,-936,5058607.6096,3387,2082.0,5243.0,2
1750.84,4079,-756,3033358.3744,1550,80.0,3621.0,-11646.56,-7477,-15042,7338493.4464,-12296,-14100.0,-9169.0,-9552.28,-5126,-12183,4157871.1616,-9901,-11080.0,-8406.0,1764.84,13512,-16224,92015221.2544,5265,-6654.0,8998.0,1846.44,12355,-13464,64651687.2864,5076,-3857.0,6653.0,3583.36,8550,-1373,7611978.8704,3956,2486.0,5144.0,2
2104.96,3705,603,1446314.5184,1751,994.0,3408.0,-11399.08,-7642,-14810,6231144.3136,-11862,-13597.0,-8864.0,-9610.72,-5170,-12272,4014520.4416,-10061,-11343.0,-8738.0,1146.16,12924,-16746,102825824.2144,5755,-8120.0,9143.0,2187.12,11123,-11453,59567108.1856,5596,-5180.0,8305.0,3092.92,6664,-2715,8407132.3136,3924,999.0,5475.0,2
2365.84,4091,670,1638556.8544,2390,1044.0,3635.0,-11861.8,-8421,-14853,5101651.92,-12191,-13899.0,-9726.0,-9589,-5369,-12370,3897161.04,-10025,-11023.0,-8483.0,1907.24,12513,-16468,83469703.30240001,5200,-5223.0,9275.0,2409.8,10713,-9360,40867558.8,3286,-1569.0,7864.0,2444.56,6681,-2603,6980912.886399999,2862,1123.0,4706.0,2
2775.12,4376,931,1846848.5056,3094,1330.0,4162.0,-11803.32,-7974,-14938,6205142.8576,-12339,-14022.0,-9341.0,-9379.48,-5487,-11609,3271612.2495999997,-9932,-10658.0,-8379.0,1109.32,11539,-16714,84080230.2176,4858,-6498.0,8046.0,1274.76,11598,-11005,44508732.6624,1821,-2178.0,5995.0,4844.72,9392,-611,7806204.7616,5003,3025.0,6904.0,2
811.56,2934,-1148,2551749.3664,760,-725.0,2713.0,-11860.48,-8218,-15044,5579192.1696,-12574,-13986.0,-9366.0,-10533.64,-5502,-13347,5259949.8304,-11188,-12201.0,-9655.0,2706.28,14417,-16243,91465091.0816,5359,-4361.0,10201.0,3077.4,10464,-7785,31187916.88,4368,-47.0,6684.0,2467.24,8329,-934,6000173.222399999,1801,728.0,3698.0,2
-1986.88,1442,-4618,3679381.5456,-2652,-3424.0,-179.0,-8593.96,-3136,-13747,13949376.0384,-9244,-12120.0,-5150.0,-10563.4,-7859,-11987,1024417.4400000001,-10696,-11185.0,-10132.0,-201.08,14340,-16941,123194742.3136,200,-10532.0,10800.0,2060.88,13184,-7509,45926696.1856,1505,-4419.0,8022.0,5054.72,11578,-1809,13809438.4416,5353,3224.0,7236.0,2
-2504.2,1013,-4477,2877396.32,-3202,-3698.0,-1378.0,-7573.76,-2308,-14034,14392272.5024,-7464,-11301.0,-4176.0,-11135.12,-9620,-12664,781723.6256,-10961,-11744.0,-10414.0,-812.88,16185,-17294,147464311.8656,-3479,-11742.0,12864.0,2120.2,10001,-5728,39722703.12,705,-4375.0,9007.0,3683.96,12023,-3440,24009409.3184,2467,-391.0,7776.0,2
