,accX,accY,accZ,gyroX,gyroY,gyroZ
307,18670,-12182,-267,-1519,-654,-23050
308,18355,-11352,-491,-1971,-230,-24022
309,17870,-10618,-450,-2592,-182,-24896
310,17123,-9863,-383,-3161,-343,-25683
311,16206,-8944,-370,-3598,-481,-26392
312,14946,-8005,-224,-4163,-532,-27029
313,13289,-7045,232,-4850,-554,-27603
314,11282,-5937,751,-5644,-476,-28119
315,9557,-4651,1020,-6209,-607,-28584
316,8477,-3380,1563,-6412,-1324,-28701
317,7910,-2304,1887,-6340,-2068,-27935
318,7546,-1287,1779,-6004,-2595,-26712
319,7361,-238,1568,-5610,-2952,-25340
320,7146,833,1604,-5171,-3079,-23859
321,6685,1833,1771,-4723,-2924,-22237
322,6132,2850,1869,-4361,-2683,-20600
323,5716,3764,2017,-4057,-2723,-19209
324,5645,4619,2239,-3664,-2886,-17928
325,5564,5601,2306,-3172,-2824,-16463
326,5565,6616,2415,-2664,-2685,-14886
327,5456,7558,2469,-2226,-2361,-13351
328,5214,8370,2456,-1889,-1925,-11876
329,5000,9107,2453,-1619,-1602,-10470
330,4857,9706,2532,-1403,-1408,-9158
331,4735,10107,2777,-1197,-1093,-7866
332,4518,10271,3122,-964,-356,-6478
333,4064,10184,3433,-695,880,-4875
334,3383,9909,3601,-412,2336,-2913
335,2657,9516,3649,-31,3478,-644
336,2154,9069,3638,507,3969,1768
337,1953,8593,3539,1200,3914,4273
338,1974,8094,3184,1984,3650,6909
339,2138,7605,2651,2677,3236,9494
340,2570,7051,2284,3277,2468,11822
341,3441,6489,2115,3910,1713,13916
342,4640,6036,1825,4586,1439,15801
343,5968,5546,1660,5039,1710,17498
344,7024,4974,1533,5272,2629,19025
345,7763,4495,1218,5374,4106,20399
346,9107,3959,794,5169,5319,21636
347,10648,2993,635,4623,5962,22749
348,11776,1653,491,4101,6190,23751
349,12636,648,428,4044,5540,24452
350,13630,108,456,4254,4116,25100
351,14735,-426,410,4362,2754,25642
352,15653,-1221,364,4210,2046,25957
353,16123,-2133,267,3900,1923,26052
354,16359,-2930,233,3582,1754,26057
355,16640,-3643,366,3202,1286,26028
356,16929,-4352,487,2731,1030,25857
357,17150,-5086,537,2141,1259,25550
358,17238,-5897,582,1475,1702,25198
359,17222,-6696,700,818,2010,24851
360,17208,-7448,966,188,1991,24423
361,17180,-8156,1224,-388,1737,23824
362,17058,-8831,1395,-835,1403,23037
363,16851,-9432,1517,-1095,1035,22132
364,16571,-9932,1613,-1186,623,21157
365,16237,-10332,1680,-1181,177,20164
366,15860,-10687,1693,-1149,-217,19158
367,15515,-10996,1679,-1131,-590,18061
368,15226,-11298,1675,-1166,-880,16891
369,14990,-11569,1656,-1253,-909,15740
370,14698,-11831,1614,-1389,-594,14621
371,14381,-12056,1537,-1554,22,13536
372,14039,-12275,1442,-1750,831,12448
373,13626,-12486,1342,-1937,1648,11366
374,13199,-12661,1264,-2073,2292,10330
375,12783,-12828,1217,-2168,2700,9347
376,12379,-12977,1180,-2218,2930,8423
377,11974,-13117,1134,-2223,3019,7553
378,11586,-13229,1082,-2173,2974,6751
379,11224,-13327,1026,-2085,2825,6025
380,10888,-13423,954,-1976,2607,5367
381,10581,-13521,877,-1852,2342,4770
382,10303,-13614,795,-1723,2051,4229
383,10059,-13693,724,-1601,1757,3745
384,9848,-13762,669,-1501,1495,3321
385,9662,-13822,631,-1429,1300,2956
386,9501,-13875,620,-1382,1188,2640
387,9365,-13927,634,-1358,1161,2371
388,9234,-13973,661,-1341,1197,2146
389,9119,-14024,699,-1323,1220,1952
390,9014,-14070,732,-1290,1174,1788
391,8947,-14112,769,-1240,1042,1645
