,accX,accY,accZ,gyroX,gyroY,gyroZ
476,8483,-17431,1213,-5664,-1479,-13065
477,9242,-17538,573,-6928,-3343,-14503
478,10144,-17569,-101,-8566,-5562,-15893
479,11087,-17450,-786,-10481,-7683,-17195
480,11995,-17240,-1614,-12539,-9404,-18470
481,12892,-16971,-2498,-14562,-10719,-19754
482,13713,-16593,-3287,-16383,-11498,-21055
483,14363,-16074,-3884,-18021,-11562,-22226
484,14790,-15404,-4401,-19496,-11010,-23280
485,15041,-14705,-4852,-20823,-10220,-24229
486,15128,-13998,-5165,-22017,-9401,-25083
487,15051,-13207,-5363,-23071,-8508,-25851
488,14807,-12345,-5499,-23790,-7540,-26543
489,14436,-11440,-5623,-24208,-6631,-27070
490,13936,-10512,-5704,-24355,-5880,-27429
491,13352,-9463,-5698,-24240,-5189,-27596
492,12700,-8356,-5632,-23936,-4438,-27572
493,11961,-7208,-5539,-23461,-3667,-27362
494,11140,-5991,-5437,-22845,-3042,-27014
495,10299,-4709,-5337,-22099,-2601,-26512
496,9532,-3404,-5175,-21306,-2275,-25805
497,8821,-2071,-4944,-20481,-1916,-24895
498,8175,-733,-4690,-19618,-1463,-23862
499,7638,568,-4435,-18708,-955,-22767
500,7270,1871,-4104,-17752,-427,-21679
501,6829,3099,-3776,-16767,194,-20766
502,6314,4288,-3443,-15805,929,-19921
503,5805,5366,-3102,-14876,1732,-19035
504,5313,6326,-2794,-13933,2508,-18045
505,4832,7212,-2499,-13009,3173,-16961
506,4313,8036,-2224,-12106,3680,-15839
507,3785,8784,-1964,-11225,3913,-14652
508,3338,9439,-1715,-10354,3797,-13370
509,3001,10013,-1492,-9483,3383,-12028
510,2725,10527,-1307,-8615,2824,-10714
511,2471,10971,-1145,-7762,2249,-9453
512,2263,11345,-982,-6927,1737,-8217
513,2129,11658,-803,-6094,1321,-6998
514,2037,11925,-635,-5233,1018,-5820
515,1915,12140,-513,-4324,836,-4688
516,1725,12275,-463,-3366,719,-3549
517,1526,12321,-475,-2381,552,-2312
518,1395,12309,-523,-1383,246,-934
519,1377,12218,-638,-359,-221,554
520,1463,12016,-808,693,-804,2120
521,1594,11703,-1002,1779,-1370,3740
522,1750,11366,-1247,2919,-1788,5417
523,2027,11021,-1556,4086,-2073,7182
524,2462,10591,-1869,5224,-2295,9047
525,3030,10068,-2164,6363,-2389,10906
526,3615,9525,-2426,7526,-2223,12633
527,4185,8997,-2789,8741,-1812,14249
528,4780,8441,-3274,9976,-1375,15820
529,5445,7786,-3707,11094,-1006,17334
530,6266,7040,-4019,12075,-536,18759
531,7197,6236,-4391,13035,128,20051
532,8213,5395,-4899,13826,778,21252
533,9194,4410,-5565,14447,1336,22317
534,10110,3316,-6063,14908,1658,23071
535,11110,2315,-6296,15282,1949,23491
536,12029,1427,-6366,15588,2596,23637
537,12641,541,-6320,15826,3726,23697
538,13000,-458,-6268,15980,5045,23867
539,13247,-1551,-6118,16055,6021,24146
540,13490,-2598,-5885,16012,6306,24456
541,13724,-3592,-5563,15958,5920,24680
542,13880,-4605,-5185,15956,5267,24877
543,13977,-5706,-4839,16020,4791,25113
544,13969,-6888,-4613,16214,4676,25366
545,13879,-8061,-4414,16459,4872,25606
546,13771,-9141,-4119,16627,5350,25823
547,13621,-10102,-3720,16639,6147,25997
548,13345,-10984,-3374,16396,6899,26089
549,12940,-11755,-3007,15920,7149,26000
550,12546,-12429,-2667,15215,6839,25629
551,12191,-12971,-2341,14331,6086,24906
552,11793,-13377,-2047,13332,5137,23934
553,11375,-13680,-1783,12279,4132,22807
554,11023,-13931,-1530,11258,3053,21561
555,10770,-14116,-1317,10314,1980,20280
556,10554,-14261,-1119,9445,1110,18980
557,10283,-14397,-922,8641,580,17674
558,9961,-14533,-726,7882,315,16364
559,9621,-14657,-514,7143,172,15051
560,9287,-14767,-309,6424,84,13751
561,8967,-14850,-104,5729,31,12473
562,8641,-14925,112,5056,32,11204
563,8286,-15007,345,4415,112,9952
564,7939,-15091,563,3828,254,8748
565,7607,-15177,749,3294,417,7599
566,7317,-15251,928,2782,565,6506
567,7069,-15319,1091,2281,713,5450
568,6874,-15388,1218,1796,884,4399
569,6691,-15470,1296,1319,1070,3318
570,6554,-15566,1331,837,1163,2205
571,6482,-15644,1343,346,1051,1087
572,6462,-15700,1324,-176,646,-22
573,6544,-15772,1249,-745,-72,-1142
574,6760,-15858,1119,-1370,-1015,-2273
575,7159,-15966,898,-2033,-2083,-3409
576,7639,-16112,623,-2783,-3202,-4556
577,8199,-16284,309,-3669,-4330,-5750
578,8807,-16441,-56,-4703,-5432,-7020
579,9423,-16585,-541,-5887,-6469,-8370
580,10118,-16782,-1168,-7205,-7566,-9830
581,10871,-16969,-1922,-8652,-8750,-11309
582,11632,-17034,-2687,-10231,-9896,-12778
583,12374,-16983,-3520,-11975,-10784,-14257
584,13050,-16846,-4348,-13870,-11291,-15750
585,13566,-16565,-5073,-15760,-11355,-17193
586,13868,-16112,-5649,-17460,-10955,-18498
587,14015,-15529,-6195,-18991,-10298,-19637
588,14078,-14855,-6647,-20369,-9690,-20579
589,14178,-14086,-6870,-21608,-9221,-21333
590,14139,-13231,-7157,-22724,-8726,-22086
591,14008,-12258,-7399,-23561,-8097,-22676
592,13757,-11246,-7606,-24199,-7309,-23116
593,13423,-10192,-7699,-24675,-6507,-23447
594,13029,-9100,-7725,-24959,-5742,-23688
595,12638,-7962,-7636,-25040,-5002,-23830
596,12184,-6815,-7478,-24912,-4199,-23917
597,11621,-5650,-7300,-24565,-3299,-23981
598,10943,-4466,-7096,-24058,-2404,-23977
599,10220,-3280,-6816,-23463,-1642,-23859
600,9494,-2119,-6415,-22794,-1023,-23623
601,8765,-1018,-5967,-21997,-476,-23222
602,8000,75,-5569,-21016,20,-22659
603,7210,1186,-5220,-19912,466,-21943
604,6475,2269,-4836,-18757,883,-21046
605,5823,3286,-4403,-17553,1369,-19928
606,5224,4247,-3983,-16281,1861,-18669
607,4648,5183,-3648,-14975,2220,-17378
608,4115,6096,-3403,-13681,2325,-16045
609,3711,6950,-3189,-12446,2177,-14619
610,3449,7736,-2963,-11275,1934,-13117
611,3268,8476,-2750,-10135,1733,-11621
612,3126,9161,-2605,-9014,1534,-10152
613,3024,9794,-2529,-7938,1236,-8716
614,2981,10359,-2496,-6949,844,-7333
615,3003,10844,-2465,-6056,436,-6006
616,3076,11242,-2404,-5236,120,-4742
617,3161,11559,-2340,-4441,-50,-3542
618,3234,11826,-2323,-3628,-138,-2397
619,3299,12057,-2343,-2827,-243,-1286
620,3365,12224,-2372,-2058,-393,-193
621,3455,12313,-2390,-1307,-537,894
622,3578,12312,-2437,-537,-633,1986
